Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[34]     2.6    0.01    0.00 1312600         Neighbor* std::__niter_base<Neighbor*>(Neighbor*) [34]
-----------------------------------------------
                0.00    0.00       3/8           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [50]
                0.00    0.00       5/8           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [43]
[35]     2.6    0.01    0.00       8         std::__size_to_integer(unsigned long) [35]
-----------------------------------------------
                0.00    0.00  218765/218765      void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [7]
[36]     2.6    0.00    0.00  218765         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::difference_type __gnu_cxx::operator-<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [36]
                0.00    0.00  437520/875054      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [18]
-----------------------------------------------
                0.00    0.00  218764/218764      std::_Vector_base<Neighbor, std::allocator<Neighbor> >::_M_allocate(unsigned long) [39]
[37]     1.8    0.00    0.00  218764         std::allocator_traits<std::allocator<Neighbor> >::allocate(std::allocator<Neighbor>&, unsigned long) [37]
                0.00    0.00  218761/218761      __gnu_cxx::new_allocator<Neighbor>::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00  218761/218761      std::allocator_traits<std::allocator<Neighbor> >::allocate(std::allocator<Neighbor>&, unsigned long) [37]
[38]     1.8    0.00    0.00  218761         __gnu_cxx::new_allocator<Neighbor>::allocate(unsigned long, void const*) [38]
                0.00    0.00  218762/656249      __gnu_cxx::new_allocator<Neighbor>::_M_max_size() const [19]
-----------------------------------------------
                0.00    0.00  218757/218757      void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [7]
[39]     1.8    0.00    0.00  218757         std::_Vector_base<Neighbor, std::allocator<Neighbor> >::_M_allocate(unsigned long) [39]
                0.00    0.00  218764/218764      std::allocator_traits<std::allocator<Neighbor> >::allocate(std::allocator<Neighbor>&, unsigned long) [37]
-----------------------------------------------
                0.00    0.00       5/5           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [41]
[40]     1.6    0.00    0.00       5         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [40]
                0.00    0.00       5/5           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [43]
-----------------------------------------------
                0.00    0.00       5/5           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [42]
[41]     1.6    0.00    0.00       5         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [41]
                0.00    0.00       5/5           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [40]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [66]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [45]
[42]     1.6    0.00    0.00       5         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [42]
                0.00    0.00       5/5           double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [41]
-----------------------------------------------
                0.00    0.00       5/5           double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [40]
[43]     1.6    0.00    0.00       5         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [43]
                0.00    0.00       5/8           std::__size_to_integer(unsigned long) [35]
                0.00    0.00       5/5           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [290]
                0.00    0.00       5/5           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [289]
-----------------------------------------------
                0.00    0.00       1/1           main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int, int) [2]
[44]     1.3    0.00    0.00       1         computeInitialSSSP(Graph const&, int, std::vector<int, std::allocator<int> > const&, int, int) [44]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [46]
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [59]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::push(PQNode&&) [89]
                0.00    0.00       2/2           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::top() const [397]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [446]
                0.00    0.00       2/2           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::empty() const [398]
                0.00    0.00       2/5           std::allocator<double>::allocator() [271]
                0.00    0.00       2/13          std::allocator<double>::~allocator() [220]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::data() [331]
                0.00    0.00       2/5           std::vector<double, std::allocator<double> >::~vector() [286]
                0.00    0.00       1/3           Graph::getVertexCount() const [355]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::priority_queue<std::vector<PQNode, std::allocator<PQNode> >, void>() [556]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [524]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [578]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [525]
                0.00    0.00       1/282035      std::vector<int, std::allocator<int> >::operator[](unsigned long) const [127]
                0.00    0.00       1/1           PQNode::PQNode(int, double) [490]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::pop() [555]
                0.00    0.00       1/94921       std::_Bit_reference::operator bool() const [145]
                0.00    0.00       1/1           std::_Bit_reference::operator=(bool) [554]
                0.00    0.00       1/213567      SSSPTree::getDistance(int) const [132]
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::~vector() [373]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::~priority_queue() [557]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [46]
[45]     1.3    0.00    0.00       4         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [45]
                0.00    0.00       4/5           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [42]
                0.00    0.00       4/13          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [221]
-----------------------------------------------
                0.00    0.00       2/4           computeInitialSSSP(Graph const&, int, std::vector<int, std::allocator<int> > const&, int, int) [44]
                0.00    0.00       2/4           updateAffectedVertices(Graph const&, SSSPTree&, std::vector<int, std::allocator<int> > const&, int, int) [58]
[46]     1.3    0.00    0.00       4         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [46]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [45]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [330]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [319]
-----------------------------------------------
                0.00    0.00       3/3           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
[47]     1.0    0.00    0.00       3         int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
                0.00    0.00       3/3           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [50]
-----------------------------------------------
                0.00    0.00       3/3           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [49]
[48]     1.0    0.00    0.00       3         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
                0.00    0.00       3/3           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
                0.00    0.00       2/3           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [55]
[49]     1.0    0.00    0.00       3         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [49]
                0.00    0.00       3/3           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [48]
-----------------------------------------------
                0.00    0.00       3/3           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [47]
[50]     1.0    0.00    0.00       3         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [50]
                0.00    0.00       3/8           std::__size_to_integer(unsigned long) [35]
                0.00    0.00       3/3           std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [379]
                0.00    0.00       3/3           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [376]
-----------------------------------------------
                0.00    0.00      20/1036906     void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [60]
                0.00    0.00  512599/1036906     Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [53]
                0.00    0.00  524287/1036906     void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&) [61]
[51]     0.8    0.00    0.00 1036906         void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [51]
                0.00    0.00 1035940/1035940     void __gnu_cxx::new_allocator<Edge>::construct<Edge, Edge>(Edge*, Edge&&) [52]
                0.00    0.00 1036504/2584695     Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [102]
-----------------------------------------------
                0.00    0.00 1035940/1035940     void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [51]
[52]     0.8    0.00    0.00 1035940         void __gnu_cxx::new_allocator<Edge>::construct<Edge, Edge>(Edge*, Edge&&) [52]
                0.00    0.00 1035901/3521665     operator new(unsigned long, void*) [33]
                0.00    0.00 1035730/2584695     Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [102]
-----------------------------------------------
                0.00    0.00  512340/512340      std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [54]
[53]     0.8    0.00    0.00  512340         Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [53]
                0.00    0.00      20/20          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [60]
                0.00    0.00  512599/1036906     void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [51]
                0.00    0.00  512441/2584695     Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [102]
                0.00    0.00  511927/511927      std::vector<Edge, std::allocator<Edge> >::back() [122]
                0.00    0.00      20/512254      std::vector<Edge, std::allocator<Edge> >::end() [120]
-----------------------------------------------
                0.00    0.00  512210/512210      Graph::addEdge(int, int, double) [3]
[54]     0.8    0.00    0.00  512210         std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [54]
                0.00    0.00  512340/512340      Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [53]
                0.00    0.00  512239/1036526     std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&) [107]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [56]
[55]     0.7    0.00    0.00       2         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [55]
                0.00    0.00       2/3           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [49]
                0.00    0.00       2/14          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [218]
-----------------------------------------------
                0.00    0.00       2/2           partitionGraph(Graph const&, int, std::vector<int, std::allocator<int> >&) [57]
[56]     0.7    0.00    0.00       2         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [56]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [55]
                0.00    0.00       2/3           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [374]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [425]
-----------------------------------------------
                0.00    0.00       1/1           main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int, int) [2]
[57]     0.7    0.00    0.00       1         partitionGraph(Graph const&, int, std::vector<int, std::allocator<int> >&) [57]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [56]
                0.00    0.00   75888/75888       std::vector<int, std::allocator<int> >::operator[](unsigned long) [156]
                0.00    0.00       3/5           std::vector<int, std::allocator<int> >::~vector() [288]
                0.00    0.00       2/5           std::allocator<int>::allocator() [273]
                0.00    0.00       2/10          std::allocator<int>::~allocator() [227]
                0.00    0.00       1/3           Graph::getVertexCount() const [355]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::vector() [375]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::end() [447]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::begin() [448]
                0.00    0.00       1/1           void std::vector<int, std::allocator<int> >::assign<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [585]
-----------------------------------------------
                0.00    0.00       1/1           main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int, int) [2]
[58]     0.7    0.00    0.00       1         updateAffectedVertices(Graph const&, SSSPTree&, std::vector<int, std::allocator<int> > const&, int, int) [58]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [46]
                0.00    0.00       2/5           std::allocator<double>::allocator() [271]
                0.00    0.00       2/13          std::allocator<double>::~allocator() [220]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::data() [331]
                0.00    0.00       2/5           std::vector<double, std::allocator<double> >::~vector() [286]
                0.00    0.00       1/1           SSSPTree::getVertexCount() const [510]
-----------------------------------------------
                0.00    0.00       1/1           computeInitialSSSP(Graph const&, int, std::vector<int, std::allocator<int> > const&, int, int) [44]
[59]     0.7    0.00    0.00       1         SSSPTree::SSSPTree(int, int) [59]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [69]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [67]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::vector() [445]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool) [444]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::vector() [375]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector() [581]
                0.00    0.00       1/192949      std::vector<double, std::allocator<double> >::operator[](unsigned long) [133]
-----------------------------------------------
                0.00    0.00      20/20          Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [53]
[60]     0.4    0.00    0.00      20         void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [60]
                0.00    0.00      40/40          std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [62]
                0.00    0.00      20/1036906     void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [51]
                0.00    0.00      40/41          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [184]
                0.00    0.00      40/80          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [179]
                0.00    0.00      20/20          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [201]
                0.00    0.00      20/20          std::vector<Edge, std::allocator<Edge> >::begin() [206]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [200]
                0.00    0.00      20/20          std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [202]
                0.00    0.00      20/2584695     Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [102]
                0.00    0.00      20/21          std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [197]
-----------------------------------------------
                0.00    0.00  524287/524287      Edge* std::__relocate_a_1<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [65]
[61]     0.4    0.00    0.00  524287         void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&) [61]
                0.00    0.00  524287/1036906     void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [51]
                0.00    0.00  524287/1036526     std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&) [107]
                0.00    0.00  524287/1572861     Edge* std::__addressof<Edge>(Edge&) [105]
                0.00    0.00  524287/524287      void std::allocator_traits<std::allocator<Edge> >::destroy<Edge>(std::allocator<Edge>&, Edge*) [116]
-----------------------------------------------
                0.00    0.00      40/40          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [60]
[62]     0.4    0.00    0.00      40         std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [62]
                0.00    0.00      40/40          std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [63]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [62]
[63]     0.4    0.00    0.00      40         std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [63]
                0.00    0.00      40/40          Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [64]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [63]
[64]     0.4    0.00    0.00      40         Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [64]
                0.00    0.00      40/40          Edge* std::__relocate_a_1<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [65]
                0.00    0.00     120/120         Edge* std::__niter_base<Edge*>(Edge*) [176]
-----------------------------------------------
                0.00    0.00      40/40          Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [64]
[65]     0.4    0.00    0.00      40         Edge* std::__relocate_a_1<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [65]
                0.00    0.00  524287/524287      void std::__relocate_object_a<Edge, Edge, std::allocator<Edge> >(Edge*, Edge*, std::allocator<Edge>&) [61]
                0.00    0.00 1048574/1572861     Edge* std::__addressof<Edge>(Edge&) [105]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [67]
[66]     0.3    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [66]
                0.00    0.00       1/5           double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [42]
                0.00    0.00       4/13          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [221]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [303]
                0.00    0.00       2/2           double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [476]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [515]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::begin() [580]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [507]
                0.00    0.00       1/5           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [275]
                0.00    0.00       1/6           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [263]
                0.00    0.00       1/6           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [253]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [59]
[67]     0.3    0.00    0.00       1         std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [67]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [66]
                0.00    0.00       2/6           std::vector<double, std::allocator<double> >::size() const [249]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::end() [579]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [69]
[68]     0.3    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
                0.00    0.00       1/3           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [49]
                0.00    0.00       4/14          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [218]
                0.00    0.00       2/8           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [234]
                0.00    0.00       2/2           int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [477]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [516]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::begin() [448]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [388]
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [320]
                0.00    0.00       1/7           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [244]
                0.00    0.00       1/7           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [240]
-----------------------------------------------
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [59]
[69]     0.3    0.00    0.00       1         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [69]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [68]
                0.00    0.00       2/6           std::vector<int, std::allocator<int> >::size() const [250]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::end() [447]
-----------------------------------------------
                0.00    0.00   75888/75888       std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long>(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long) [72]
[70]     0.1    0.00    0.00   75888         void std::_Construct<std::vector<Neighbor, std::allocator<Neighbor> >>(std::vector<Neighbor, std::allocator<Neighbor> >*) [70]
                0.00    0.00   75888/3521665     operator new(unsigned long, void*) [33]
                0.00    0.00   75888/75888       std::vector<Neighbor, std::allocator<Neighbor> >::vector() [155]
-----------------------------------------------
                0.00    0.00       1/1           Graph::fromMetisFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [4]
[71]     0.1    0.00    0.00       1         Graph::Graph(int) [71]
                0.00    0.00       1/1           std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::resize(unsigned long) [74]
