# SSSP Tree from source 1
# Vertex	Distance	Parent
65745	5	39688
65746	4	39720
65747	4	39720
65748	4	39720
65749	4	39720
65750	4	39720
65751	4	39720
65752	3	6508
65753	4	39722
65754	4	39722
65755	4	39722
65756	4	39722
65757	4	39722
65758	4	39722
65759	4	39722
65760	4	39722
65761	4	39722
65762	3	1894
65763	4	39731
65764	4	39734
65765	4	39734
65766	4	39743
65767	4	39743
65768	4	39743
65769	4	39745
65770	4	39745
65771	4	39747
65772	3	39759
65773	3	39762
65774	4	39778
65775	4	39781
65776	4	39781
65777	4	39781
65778	4	39789
65779	4	39800
65780	4	39806
65781	4	39815
65782	3	39819
65783	4	39824
65784	3.9	11487
65785	4	39829
65786	4	39833
65787	4	39836
65788	4	39836
65789	4	39848
65790	4	39849
65791	4	39853
65792	3	39860
65793	3	39860
65794	4	39861
65795	4	39862
65796	4	39862
65797	4	49471
65798	4	39869
65799	4	39872
65800	4	39877
65801	4	39877
65802	4	39877
65803	4	39877
65804	4	39885
65805	4	39885
65806	4	39885
65807	4	39885
65808	4	39885
65809	4	39885
65810	4	39887
65811	4	39887
65812	4	39894
65813	4	39895
65814	4	39898
65815	2.8	17735
65816	4	39909
65817	3	39911
65818	2	136
65819	4	39921
65820	4	39923
65821	3	39926
65822	3	39926
65823	3	39928
65824	3	39928
65825	3	39928
65826	3	39928
65827	3	39928
65828	3	39928
65829	3	39928
65830	3	39928
65831	3	39928
65832	3	39928
65833	3	39928
65834	3	39928
65835	3	39928
65836	4	39930
65837	4	39931
65838	4	39931
65839	4	39935
65840	4	39944
65841	4	39944
65842	4	39944
65843	4	39944
65844	4	39948
65845	4	39960
65846	2	738
65847	4	39989
65848	4	39994
65849	3	3685
65850	4	40007
65851	3	40013
65852	4	40014
65853	4	40014
65854	4	40014
65855	4	40020
65856	4	40022
65857	4	40029
65858	4	40029
65859	4	40030
65860	4	40030
65861	4	40031
65862	3	40035
65863	4	40036
65864	4	40045
65865	4	40045
65866	4	40055
65867	3	40069
65868	4	40072
65869	4	40093
65870	4	40096
65871	4	40097
65872	4	40102
65873	4	40107
65874	4	40107
65875	4	40107
65876	4	40107
65877	3	40110
65878	3	40110
65879	3	40110
65880	4	40111
65881	4	40112
65882	4	40112
65883	4	40112
65884	4	40112
65885	4	40112
65886	3	57071
65887	3	57071
65888	4	40112
65889	4	65891
65890	4	40112
65891	3	57071
65892	3	40113
65893	4	40120
65894	3	1177
65895	4	40145
65896	3	40148
65897	3	40148
65898	3	40160
65899	3	40161
65900	4	40171
65901	4	40173
65902	4	40173
65903	4	40173
65904	4	40177
65905	4	40183
65906	4	40183
65907	4	40189
65908	4	40189
65909	4	54865
65910	4	40196
65911	4	40197
65912	4	40210
65913	4	40212
65914	4	40212
65915	3	40216
65916	3	40217
65917	3	40217
65918	3	40217
65919	3	40224
65920	3	40227
65921	3	40231
65922	3	40233
65923	3	1596
65924	3	40235
65925	3	40235
65926	3	40243
65927	3	40244
65928	3	40244
65929	2	40247
65930	3	40248
65931	3	40256
65932	3	11581
65933	4	40269
65934	4	40269
65935	4	40277
65936	4	40277
65937	4	40277
65938	4	40277
65939	4	40277
65940	4	40277
65941	4	40277
65942	4	40283
65943	4	40294
65944	3	40301
65945	4	40303
65946	4	40303
65947	4	40303
65948	4	40303
65949	4	40303
65950	3	40305
65951	3	40305
65952	3	40305
65953	4	40309
65954	4	40315
65955	3	40317
65956	3	40317
65957	4	40319
65958	4	40328
65959	3	40337
65960	4	40340
65961	2	4007
65962	3	40344
65963	3	40344
65964	3	40344
65965	5	40352
65966	4	40359
65967	4	40363
65968	4	40363
65969	4	40364
65970	4	40365
65971	3	40378
65972	4	40386
65973	4	40386
65974	3	40388
65975	3	40388
65976	3	40390
65977	4	40394
65978	4	40413
65979	4	40417
65980	4	40420
65981	4	40429
65982	4	40434
65983	4	40434
65984	3	40436
65985	3	40447
65986	4	40448
65987	4	40451
65988	4	40462
65989	4	40482
65990	4	40485
65991	4	40495
65992	4	40495
65993	4	40495
65994	4	40496
65995	4	40499
65996	4	40500
65997	4	40500
65998	4	40500
65999	3	854
66000	4	40503
66001	3	1835
66002	3	40523
66003	3	40526
66004	3	40527
66005	3	40532
66006	3	40527
66007	4	40651
66008	4	40557
66009	4	40557
66010	4	40560
66011	3	40570
66012	3	40583
66013	4	40587
66014	3	40588
66015	4	52572
66016	3	66639
66017	4	40607
66018	4	40607
66019	2	71399
66020	4	40607
66021	4	40607
66022	4	40607
66023	4	40607
66024	4	40607
66025	4	40607
66026	4	40611
66027	4	47179
66028	4	40623
66029	4	40623
66030	4	40623
66031	4	40626
66032	3	40632
66033	4	40644
66034	4	40653
66035	4	40662
66036	3	40674
66037	3	40674
66038	3	40675
66039	3	40676
66040	4	40688
66041	4	40701
66042	4	40707
66043	4	40709
66044	4	40717
66045	4	40717
66046	4	40722
66047	4	40725
66048	4	40726
66049	4	40730
66050	4	40731
66051	4	40740
66052	4	40870
66053	4	40743
66054	4	45268
66055	4	40743
66056	4	40747
66057	4	40747
66058	4	40750
66059	4	40750
66060	4	40752
66061	3	40756
66062	3	40756
66063	3	40756
66064	3	40756
66065	3	40756
66066	3	40756
66067	2	136
66068	3	43043
66069	3	43043
66070	4	40764
66071	4	40771
66072	3	1636
66073	4	40810
66074	4	40810
66075	3	71407
66076	4	40814
66077	4.2	40819
66078	4.2	40819
66079	4.2	40819
66080	4.2	40819
66081	4	40823
66082	4	40827
66083	4	40835
66084	4	40852
66085	4	40852
66086	4	40853
66087	4	40868
66088	4	40877
66089	4	40883
66090	3	40884
66091	3	40884
66092	3	40884
66093	4	40887
66094	4	40891
66095	4	40892
66096	4	40892
66097	4	40892
66098	4	40900
66099	4	40908
66100	4	40908
66101	4	40911
66102	4	40911
66103	4	40914
66104	4	40915
66105	3	40916
66106	3	40916
66107	4	40918
66108	4	40918
66109	4	40932
66110	4	40932
66111	4	40932
66112	4	40939
66113	4	40940
66114	4	40941
66115	3	40946
66116	3	40946
66117	4	40948
66118	4	40951
66119	4	40951
66120	4	40959
66121	3	40966
66122	4	40970
66123	4	40970
66124	4	40986
66125	4	40986
66126	4	40992
66127	4	40993
66128	2	3924
66129	3	66128
66130	4	40999
66131	4	41009
66132	4	41009
66133	4	41018
66134	4	41025
66135	4	41025
66136	3	41045
66137	4	41051
66138	4	41051
66139	4	41055
66140	2	763
66141	4	41058
66142	3.4	42157
66143	4	41060
66144	4	41060
66145	4	52193
66146	2	388
66147	4	41066
66148	4	41067
66149	4	41069
66150	4	41069
66151	5	41072
66152	5	41072
66153	5	41074
66154	4	41082
66155	4	41087
66156	4	41087
66157	3	45437
66158	3	45437
66159	4	41127
66160	4	41132
66161	4	62192
66162	4	41133
66163	4	41139
66164	4	41148
66165	4	41154
66166	4	41157
66167	4	41170
66168	4	41170
66169	4	41170
66170	4	41170
66171	4	41170
66172	4	41170
66173	4	41175
66174	4	41189
66175	4	41189
66176	4	41191
66177	4	41192
66178	4	41205
66179	4	41219
66180	4	41219
66181	4	41219
66182	4	41228
66183	3	41236
66184	4	41243
66185	4	41243
66186	4	41244
66187	4	41244
66188	4	41246
66189	3	41254
66190	3	41257
66191	4	41261
66192	4	41264
66193	4	41265
66194	4	41265
66195	4	41289
66196	3.8	19429
66197	3	41321
66198	4	41323
66199	4	41342
66200	4	41343
66201	3	41451
66202	4	41346
66203	4	41348
66204	4	41352
66205	4	41365
66206	3	41367
66207	3	41367
66208	3	41367
66209	4	41376
66210	4	41376
66211	4	41378
66212	4	41380
66213	4	49032
66214	2	71399
66215	4	41390
66216	3	41410
66217	3	41411
66218	3	41412
66219	3	41412
66220	3	41415
66221	4	41430
66222	3	41434
66223	3	41440
66224	3	41441
66225	3	41445
66226	3	41451
66227	3	41451
66228	3	41455
66229	3	41457
66230	3	41459
66231	3	41459
66232	3	41476
66233	4	41494
66234	4	41495
66235	3	41498
66236	4	41502
66237	4	41512
66238	4	41515
66239	4	41522
66240	4	41523
66241	4	41535
66242	3	41541
66243	3	41541
66244	4	41544
66245	4	41544
66246	4	41544
66247	4	41544
66248	4	41548
66249	4	41561
66250	3	41569
66251	3	41569
66252	3	41569
66253	3	41569
66254	3	41569
66255	3	41569
66256	4	47937
66257	4	47938
66258	4	47938
66259	4	41596
66260	4	41599
66261	4	41602
66262	4	41635
66263	4	41637
66264	4	41639
66265	4	41639
66266	4	41642
66267	4	41648
66268	4	41649
66269	3	41651
66270	3	41651
66271	4	41663
66272	4	41663
66273	4	41665
66274	4	41668
66275	4	43366
66276	4	43368
66277	4	41672
66278	4	41672
66279	4	41689
66280	4	41689
66281	4	41689
66282	2	738
66283	3	41700
66284	3	41704
66285	3	41704
66286	4	41712
66287	3	70631
66288	4	41716
66289	4	41718
66290	3	41721
66291	3	41721
66292	3	41721
66293	3	41721
66294	4	41724
66295	4	41729
66296	4	41733
66297	4	41733
66298	4	41734
66299	4	41734
66300	4	41734
66301	4	41734
66302	4	41741
66303	4	41743
66304	4	41750
66305	4	41759
66306	4	41759
66307	4	41759
66308	3	41762
66309	3	41762
66310	3	41762
66311	4	41776
66312	3	13
66313	4	41779
66314	4	41782
66315	4	41791
66316	4	41793
66317	4	41794
66318	4	41794
66319	4	41794
66320	3	717
66321	4	41794
66322	4	41796
66323	4	41797
66324	4	41797
66325	4	41797
66326	4	41797
66327	4	41797
66328	4	41804
66329	4	41806
66330	4	41816
66331	4	41817
66332	4	41821
66333	4	41822
66334	4	42010
66335	3	41826
66336	4	41827
66337	4	41830
66338	4	41830
66339	4	41833
66340	4	41842
66341	3	41845
66342	3	41846
66343	3	41846
66344	3	41846
66345	4	41856
66346	4	41858
66347	4	41859
66348	4	41861
66349	3	41867
66350	3	41878
66351	3	41878
66352	4	41884
66353	4	41884
66354	4	41884
66355	4	41887
66356	4	41891
66357	3.7	41895
66358	4	41896
66359	4	41896
66360	4	41917
66361	4	41928
66362	4	41939
66363	4	41939
66364	4	41939
66365	4	41939
66366	3	41951
66367	4	41952
66368	2	5232
66369	4	41969
66370	4	41971
66371	3.8	51374
66372	4	41989
66373	3	41992
66374	3	41992
66375	3	41992
66376	4	42001
66377	4	42001
66378	4	42001
66379	3	45407
66380	4	42003
66381	4	42030
66382	4	42032
66383	5	42034
66384	4	42045
66385	4	42046
66386	3	42057
66387	3	42057
66388	4	42059
66389	2	1179
66390	4	42063
66391	4	42064
66392	4	42065
66393	4	42069
66394	4	42069
66395	4	42069
66396	3	42074
66397	3	42074
66398	4	42075
66399	4	42076
66400	4	42083
66401	4	42083
66402	4	42083
66403	4	42083
66404	4	42084
66405	4	42085
66406	4	42086
66407	4	42092
66408	4	42092
66409	4	42092
66410	4	42092
66411	4	42096
66412	4	42097
66413	4	42097
66414	4	42098
66415	4	42098
66416	4	47937
66417	4	42117
66418	4	42121
66419	4	42122
66420	2	92
66421	4	42125
66422	4	42126
66423	4	42128
66424	4	42133
66425	4	42136
66426	4	42142
66427	4	42139
66428	4	42139
66429	4	42140
66430	4	42151
66431	3	42154
66432	3	42155
66433	3	42155
66434	3	42155
66435	3.4	57308
66436	4	42165
66437	4	42177
66438	4	42182
66439	4	42183
66440	4	42183
66441	4	42183
66442	4	42184
66443	4	42189
66444	4	42210
66445	4	42231
66446	4	42237
66447	4	42247
66448	4	42256
66449	5	42283
66450	4	42286
66451	5	42289
66452	5	42289
66453	5	42289
66454	4	42297
66455	4	42297
66456	4	42297
66457	4	42302
66458	3.2	9940
66459	4	42334
66460	4	42336
66461	4	42351
66462	4	42351
66463	4	42351
66464	4	42357
66465	4	42363
66466	4	42371
66467	4	42385
66468	4	42390
66469	3	42393
66470	3	42393
66471	3	42393
66472	3	42393
66473	3	42393
66474	3	45437
66475	4	42410
66476	4	42410
66477	4	42413
66478	3	42416
66479	4	42417
66480	4	42435
66481	4	42443
66482	4	42443
66483	4	42443
66484	4	42455
66485	4	42476
66486	4	42477
66487	4	42477
66488	4	42477
66489	4	42480
66490	4	42484
66491	4	42487
66492	3	42516
66493	4	42524
66494	4	53608
66495	4	42525
66496	4	42525
66497	4	42528
66498	4	42534
66499	4	42534
66500	4	42534
66501	4	42536
66502	4	42538
66503	4	42539
66504	4	42539
66505	4	42541
66506	4	42545
66507	3	42546
66508	4	42548
66509	4	42558
66510	4	42558
66511	2	5232
66512	4	42572
66513	4	42583
66514	4	42593
66515	4	42595
66516	4	42615
66517	4	42615
66518	4	42616
66519	4	42652
66520	4	42658
66521	4	42658
66522	4	42658
66523	4	42658
66524	4	42659
66525	4	42662
66526	4	42664
66527	5	42670
66528	4	42684
66529	4	42693
66530	4	42708
66531	4	42711
66532	4	42711
66533	4	42711
66534	2	3924
66535	4	42720
66536	4	42723
66537	4	42729
66538	4	42740
66539	4	42741
66540	4	42746
66541	3.5	42752
66542	4	64705
66543	4	42756
66544	4	42761
66545	2	1059
66546	3	42765
66547	2	1539
66548	4	42775
66549	4	42775
66550	4	42775
66551	3	42779
66552	4	42780
66553	4	42788
66554	3	1753
66555	4	42803
66556	4	42803
66557	4	42803
66558	4	42805
66559	4	46794
66560	4	42813
66561	4	42813
66562	4	42819
66563	4	42820
66564	4	42828
66565	4	42832
66566	4	42843
66567	4	42877
66568	3	42889
66569	4	42893
66570	3	45686
66571	4	42897
66572	1.9	12821
66573	4	42905
66574	4	42906
66575	4	42906
66576	4	42906
66577	4	42907
66578	4	42937
66579	4	42937
66580	4	42940
66581	4	61415
66582	4	61415
66583	3	1596
66584	4	42954
66585	4	42954
66586	4	42975
66587	4	42983
66588	4	42991
66589	3	42993
66590	4	42995
66591	4	43003
66592	4	43020
66593	3	43043
66594	3	43043
66595	3	43043
66596	3	43043
66597	3	43043
66598	4	43047
66599	3	43052
66600	4	43056
66601	4	43056
66602	4	43056
66603	4	43056
66604	4	43056
66605	4	43068
66606	4	43075
66607	4	43078
66608	4	43093
66609	4	43106
66610	4	43118
66611	4	43120
66612	4	43120
66613	4	43120
66614	4	43120
66615	4	43125
66616	4	43125
66617	4	43134
66618	4	43146
66619	3	43154
66620	3	43154
66621	3	43156
66622	3	43156
66623	3	43159
66624	3	43159
66625	4	43175
66626	4	43179
66627	4	43197
66628	4	43197
66629	4	43197
66630	4	43200
66631	4	43213
66632	4	43224
66633	2	71399
66634	2	1849
66635	4	43233
66636	4	70689
66637	4	43252
66638	3	66639
66639	2	637
66640	4	43253
66641	4	43267
66642	4	43285
66643	4	43284
66644	4	43284
66645	4	43290
66646	4	43290
66647	3	43497
66648	4	43255
66649	4	43309
66650	4	43309
66651	4	43314
66652	4	43314
66653	4	43314
66654	4	43319
66655	4	43329
66656	2	71399
66657	4	43338
66658	4	43340
66659	4	60680
66660	4	60680
66661	4	43348
66662	4	43351
66663	4	43357
66664	4	43366
66665	5	43372
66666	4	43373
66667	4	43373
66668	4	43373
66669	4	43396
66670	4	43397
66671	4	43401
66672	3	55207
66673	4	43402
66674	4	43403
66675	4	43405
66676	4	43405
66677	4	43405
66678	4	43405
66679	4	43405
66680	4	43406
66681	4	43406
66682	4	43409
66683	4	43410
66684	4	43410
66685	4	43410
66686	4	43411
66687	4	43411
66688	4	43414
66689	4	43414
66690	4	43417
66691	4	43431
66692	4	43431
66693	4	43433
66694	4	43433
66695	4	43435
66696	4	43439
66697	4	43439
66698	4	43440
66699	4	43448
66700	4	43452
66701	4	43452
66702	4	43452
66703	4	43452
66704	4	43452
66705	4	43452
66706	4	43452
66707	4	43452
66708	4	43461
66709	4	43491
66710	4	53009
66711	4	43472
66712	4	43472
66713	4	43491
66714	4	43491
66715	3	43494
66716	3	43494
66717	3	43494
66718	4	43496
66719	4	43499
66720	4	43512
66721	4	43512
66722	4	43512
66723	4	43517
66724	4	43517
66725	3	43527
66726	3	43527
66727	3	43527
66728	3	43527
66729	3	43527
66730	3	43527
66731	3	43527
66732	4	43531
66733	4	43531
66734	4	43541
66735	4	43542
66736	4	43542
66737	4	43542
66738	4	43562
66739	4	43562
66740	4	43562
66741	4	43562
66742	4	43562
66743	4	43562
66744	4	43562
66745	4	43563
66746	4	43563
66747	4	43563
66748	4	43564
66749	4	43569
66750	4	43571
66751	4	43578
66752	4	43578
66753	4	43578
66754	4	43578
66755	4	43603
66756	3	1020
66757	4	43603
66758	4	43603
66759	3	43604
66760	3	43604
66761	3	43604
66762	3	43604
66763	3	43604
66764	3	43604
66765	3	43607
66766	3	43610
66767	3	43610
66768	4	43619
66769	4	43630
66770	3	1621
66771	4	43630
66772	4	43631
66773	4	43639
66774	4	43639
66775	4	43641
66776	4	43642
66777	4	43644
66778	4	43647
66779	4	43647
66780	4	43647
66781	4	43647
66782	4	45001
66783	4	43647
66784	4	43647
66785	4	43647
66786	4	43647
66787	4	43647
66788	4	43647
66789	4	43647
66790	4	43647
66791	4	43647
66792	4	43651
66793	4	43651
66794	4	43652
66795	4	43709
66796	4	43726
66797	4	43729
66798	4	43729
66799	4	43743
66800	4	43747
66801	4	43747
66802	4	43747
66803	4	43747
66804	4	43747
66805	4	43749
66806	4	43754
66807	3	43773
66808	4	43780
66809	4	43780
66810	2	600
66811	4	43783
66812	4	43788
66813	4	43788
66814	4	43788
66815	4	43789
66816	3	1401
66817	3	1749
66818	3	43790
66819	3	43790
66820	3	737
66821	4	43835
66822	4	43841
66823	4	43846
66824	4	43848
66825	4	43860
66826	4	43868
66827	4	43868
66828	4	43868
66829	4	49512
66830	4	43885
66831	4	43891
66832	4.2	43251
66833	4	43902
66834	4	43902
66835	4	43926
66836	4	43926
66837	4	43951
66838	4	43954
66839	4	43954
66840	4	43990
66841	4	43990
66842	4	43990
66843	4	43990
66844	4	43990
66845	4	43990
66846	4	43990
66847	4	43990
66848	4	43990
66849	4	43990
66850	4	44051
66851	3	1621
66852	4	44072
66853	4	44073
66854	4	44077
66855	4	44086
66856	4	44090
66857	4	44090
66858	4	44090
66859	4	44093
66860	4	44102
66861	4	44103
66862	4	44110
66863	5	44113
66864	4	44114
66865	3	44123
66866	4	44114
66867	4	44118
66868	3	4969
66869	4	44122
66870	3	4045
66871	3	44127
66872	3	44129
66873	4	44131
66874	4	44132
66875	4	44134
66876	4	44144
66877	4	44144
66878	4	44152
66879	3	3655
66880	4	44156
66881	4	44156
66882	4	44161
66883	4	44162
66884	4	44173
66885	3	44175
66886	4	44201
66887	4	44205
66888	4	44207
66889	4	44209
66890	5	44219
66891	4	44235
66892	4	44235
66893	4	44235
66894	4	44235
66895	4	44235
66896	3	70722
66897	3	44238
66898	3	18
66899	4	44247
66900	4	44247
66901	4	44253
66902	4	44253
66903	4	44255
66904	2	71399
66905	3	66904
66906	4	44265
66907	4	44268
66908	4	44268
66909	4	44272
66910	3	44280
66911	3	44294
66912	3	44294
66913	3	44294
66914	4	44297
66915	4	44303
66916	3	44313
66917	4	44317
66918	4	44323
66919	4	44333
66920	4	44333
66921	5	44336
66922	4	44337
66923	3	18
66924	4	44347
66925	4	44349
66926	4	44352
66927	4	44367
66928	4	44371
66929	4	44371
66930	5	44377
66931	5	44377
66932	4	44407
66933	4	44424
66934	4	44436
66935	4	44437
66936	4	44439
66937	3.9	73976
66938	4	44492
66939	5	44496
66940	5	44496
66941	3	883
66942	4	44498
66943	3	44532
66944	3	44532
66945	3	44532
66946	3	44532
66947	4.3	44545
66948	4	44549
66949	4	44557
66950	4	44585
66951	4	44587
66952	2	1059
66953	4	44591
66954	3	44593
66955	3	44593
66956	3.7	44600
66957	4	54326
66958	4	54326
66959	4	54326
66960	4	44608
66961	4	44614
66962	4	44615
66963	2	71399
66964	4	44619
66965	3	66963
66966	4	66965
66967	4	44619
66968	4	44620
66969	4.8	44622
66970	4	44631
66971	4	44637
66972	3	44638
66973	3	44638
66974	3	44660
66975	4	44663
66976	3	44664
66977	4	44669
66978	4	44669
66979	4	44669
66980	4	44669
66981	4	44669
66982	4	44669
66983	4	44675
66984	4	44676
66985	4	44699
66986	4	44707
66987	4	44707
66988	4	44709
66989	4	44715
66990	4	44720
66991	4	44723
66992	4	44730
66993	4	44741
66994	4	44749
66995	4	44752
66996	4	44754
66997	4	44754
66998	4	44765
66999	4	44768
67000	3	2512
67001	4	60307
67002	4	44774
67003	4	44774
67004	4	44774
67005	4	44774
67006	4	44774
67007	4	44798
67008	4	44801
67009	4	44801
67010	4	44802
67011	4	44806
67012	5	44811
67013	4	34551
67014	4	44812
67015	4	44812
67016	4	44812
67017	4	44812
67018	4	44812
67019	4	44812
67020	4	44812
67021	4	44812
67022	4	44812
67023	4	44812
67024	4	44812
67025	4	44812
67026	4	44812
67027	4	44812
67028	4	44812
67029	4	44812
67030	4	44812
67031	4	44812
67032	4	44812
67033	4	44812
67034	4	44812
67035	4	44812
67036	4	44812
67037	4	44812
67038	4	44812
67039	4	44812
67040	4	44812
67041	4	44812
67042	4	44812
67043	4	44812
67044	4	44812
67045	4	44812
67046	4	44812
67047	4	44812
67048	4	44812
67049	4	44822
67050	4	44822
67051	4	44823
67052	4	44823
67053	4	44827
67054	4	44845
67055	2	763
67056	4	44857
67057	3	44858
67058	4	44867
67059	4	44871
67060	4	44871
67061	4	44879
67062	4	44872
67063	4	44874
67064	4	44874
67065	3	44875
67066	4	44879
67067	4	44879
67068	4	44879
67069	4	44879
67070	4	44885
67071	4	44885
67072	4	44890
67073	4	44896
67074	4	44899
67075	4	44938
67076	4	44945
67077	4	44954
67078	4	44960
67079	3	44974
67080	4	44978
67081	4	44980
67082	4	44981
67083	3	44982
67084	3	44982
67085	4	44986
67086	4	44995
67087	4	44995
67088	3	2969
67089	4	44995
67090	4	44997
67091	4	44997
67092	4	44997
67093	4	45005
67094	4	45007
67095	4	45009
67096	4	45041
67097	4	45052
67098	4	45052
67099	4	45052
67100	4	45052
67101	4	45052
67102	4	45052
67103	4	45052
67104	4	48378
67105	4	48378
67106	4	48378
67107	4	48378
67108	4	48378
67109	4	48378
67110	4	48378
67111	4	48378
67112	4	48378
67113	4	48378
67114	4	48378
67115	4	48378
67116	4	48378
67117	4	48378
67118	4	48378
67119	4	48378
67120	4	48378
67121	4	45052
67122	4	48378
67123	4	48378
67124	4	48378
67125	4	48378
67126	4	48378
67127	4	45064
67128	4	45078
67129	3	4170
67130	4	45081
67131	3	45088
67132	4	45107
67133	4	45109
67134	4	45111
67135	4	45111
67136	3	45114
67137	2	5232
67138	3	45114
67139	4	45118
67140	4	45127
67141	4	45132
67142	2	5232
67143	4	45163
67144	4	45236
67145	3	45237
67146	3	45237
67147	4	45240
67148	4	45241
67149	4	45241
67150	2	634
67151	4	45244
67152	4	45244
67153	4	62952
67154	4	45244
67155	4	45261
67156	4	45274
67157	5	45275
67158	4	45280
67159	4	45280
67160	4	45291
67161	4	45291
67162	4	45316
67163	3	45323
67164	3	45323
67165	4	45326
67166	4	45326
67167	4	45327
67168	4	45328
67169	5	45330
67170	3	45345
67171	4	45349
67172	4	45349
67173	4	45351
67174	4	45351
67175	4	45351
67176	2.2	5809
67177	4	45351
67178	4	45351
67179	4	45351
67180	4	45351
67181	4	45351
67182	4	45351
67183	4	45351
67184	4	45351
67185	4	45351
67186	4	45351
67187	4	45351
67188	4	45351
67189	4	45354
67190	3	45357
67191	3	45357
67192	3	45357
67193	4	45361
67194	4	45361
67195	4	45368
67196	4	45368
67197	5	45388
67198	4	45391
67199	4	45393
67200	3	45407
67201	3	18
67202	4	45422
67203	4	45430
67204	4	45430
67205	4	45432
67206	3	45434
67207	3	45434
67208	3	45436
67209	3	51100
67210	3	45437
67211	3	45437
67212	4	45438
67213	3	45439
67214	3	45452
67215	3	45452
67216	3	45452
67217	3	45452
67218	4	45453
67219	4	45453
67220	4	45466
67221	4	45471
67222	4	45481
67223	4	45482
67224	4	45482
67225	4	45485
67226	3	45492
67227	2	763
67228	4	45504
67229	4	45517
67230	4	45517
67231	4	45535
67232	3	976
67233	4	45536
67234	4	45536
67235	4	45544
67236	3.9	16179
67237	4	45559
67238	4	45561
67239	4	45569
67240	4	45587
67241	3	70755
67242	4	45595
67243	4	45599
67244	4	45602
67245	3	45607
67246	3	45607
67247	4	45626
67248	4	45627
67249	4.9	45634
67250	4	45636
67251	4	45654
67252	5	45659
67253	3	45669
67254	3	45669
67255	4	45673
67256	4	45675
67257	4	45683
67258	4	45685
67259	3	45686
67260	4	45699
67261	3	45706
67262	5	45707
67263	5	45707
67264	5	45707
67265	5	45707
67266	5	45707
67267	4	45710
67268	4	45711
67269	4	45711
67270	4	45737
67271	4	45741
67272	4	45743
67273	4	45758
67274	4	45766
67275	4	45777
67276	4	45777
67277	4	45777
67278	4	45777
67279	4	45782
67280	4	45814
67281	4	45825
67282	4	45840
67283	4	45847
67284	4	45851
67285	4	45864
67286	4	55623
67287	4	45874
67288	4	45882
67289	3.4	10188
67290	4	45887
67291	4	45891
67292	4	45908
67293	4	45908
67294	4	45931
67295	4	45933
67296	4	45933
67297	4	45933
67298	4	45933
67299	3	18
67300	4	45944
67301	4	45944
67302	4	45944
67303	4	45944
67304	4	45944
67305	4	45944
67306	4	45944
67307	4	45949
67308	4	45949
67309	4	45949
67310	3	45959
67311	4	45965
67312	4	45970
67313	4	45985
67314	4	45985
67315	4	46001
67316	4	46017
67317	3	46022
67318	4	46026
67319	4	46039
67320	4	46039
67321	4	46083
67322	4	46087
67323	3	46112
67324	4	46117
67325	4	46117
67326	4	46144
67327	4	46155
67328	3	46169
67329	3	46169
67330	5	46180
67331	5	46179
67332	4	46182
67333	4	46193
67334	4	46201
67335	3	46205
67336	4	46215
67337	4	46211
67338	4	46215
67339	3	46252
67340	4	46258
67341	4	46258
67342	4	46258
67343	4	48925
67344	4	46267
67345	4	46272
67346	4	46272
67347	4	46272
67348	4	46277
67349	4	58213
67350	4	46277
67351	4	46279
67352	3	46280
67353	4	46299
67354	4	46307
67355	4	46307
67356	4	46318
67357	4	46326
67358	4	46326
67359	4	46326
67360	4	46344
67361	4	46346
67362	4	46350
67363	4	46354
67364	4	46367
67365	4	46368
67366	4	46368
67367	3	46384
67368	3	46384
67369	4	46416
67370	4	46416
67371	4	46416
67372	3	46423
67373	4	46432
67374	4	46436
67375	4	46446
67376	2	71399
67377	4	46453
67378	4	46461
67379	4	46467
67380	4	46467
67381	4	46469
67382	4	46476
67383	4	46480
67384	4	46489
67385	4	46491
67386	4	46491
67387	4	46493
67388	4	46498
67389	4	46497
67390	4	46498
67391	4	46498
67392	4	46498
67393	4	46498
67394	4	46498
67395	4	46498
67396	4	46498
67397	4	46503
67398	4	46503
67399	4	46507
67400	4	46507
67401	3.4	53343
67402	4	46516
67403	4	46517
67404	4	46517
67405	4	46517
67406	4	46525
67407	3	46535
67408	3	46535
67409	3	46536
67410	4	46541
67411	4	46546
67412	3	46562
67413	4	46583
67414	4	46596
67415	4	46603
67416	3.9	46637
67417	4	46651
67418	4	46651
67419	4	46656
67420	4	46658
67421	4	46660
67422	4	46664
67423	4	46677
67424	4	46677
67425	4	46680
67426	4	46680
67427	4	46685
67428	4	46685
67429	4	46685
67430	4	46685
67431	4	46690
67432	4	57966
67433	4	46696
67434	4	46696
67435	4	46698
67436	4	46707
67437	5	46714
67438	5	46714
67439	3.2	53538
67440	4	46735
67441	4	46735
67442	4	46740
67443	4	46747
67444	4	46780
67445	4	46782
67446	4	46789
67447	4	46789
67448	4	46789
67449	4	46789
67450	4	46795
67451	4	46795
67452	4	46795
67453	4	46797
67454	4	46812
67455	4	46816
67456	3	46829
67457	4	46846
67458	3	46847
67459	3	46847
67460	4	46885
67461	4	46894
67462	4	46901
67463	4	46902
67464	4	46902
67465	4	46906
67466	4	46908
67467	4	46908
67468	4	46908
67469	4	46908
67470	4	46908
67471	4	46908
67472	4	46908
67473	4	46908
67474	4	46908
67475	4	46908
67476	4	46923
67477	4	46932
67478	4	46933
67479	4	46949
67480	4	46955
67481	4	46965
67482	4	46981
67483	4	46982
67484	4	46997
67485	4	46997
67486	4	47002
