# SSSP Tree from source 1
# Vertex	Distance	Parent
22984	3	19104
22985	3	1733
22986	2	3924
22987	3	1733
22988	3	17787
22989	3	59437
22990	3	1733
22991	3	1733
22992	3	71388
22993	3	1733
22994	3	1733
22995	3	1733
22996	3	1733
22997	2	71399
22998	3	1733
22999	2	7304
23000	2	5232
23001	2	735
23002	2	3924
23003	2	10314
23004	2	3850
23005	3	1734
23006	3	1734
23007	2	20758
23008	3	8805
23009	3	59447
23010	3	6028
23011	3	1735
23012	2	735
23013	3	1735
23014	3	1735
23015	3	1735
23016	2	4313
23017	2	5173
23018	3	1736
23019	3	1736
23020	3	1736
23021	3	1736
23022	3	1736
23023	3	1736
23024	3	1736
23025	2	1440
23026	3	1736
23027	3	1736
23028	3	5503
23029	3	1736
23030	3	4974
23031	2	4978
23032	3	1736
23033	3	4805
23034	2	10314
23035	3	7412
23036	3	7394
23037	3	1736
23038	3	1736
23039	3	1736
23040	2	5164
23041	3	1737
23042	3	1738
23043	2	1075
23044	3	4761
23045	2	2046
23046	2	2747
23047	3	1741
23048	2	2246
23049	3	1741
23050	3	1741
23051	3	1741
23052	3	1741
23053	3	1741
23054	3	1741
23055	3	1741
23056	3	1741
23057	3	1741
23058	3	1741
23059	3	1741
23060	3	1741
23061	3	1741
23062	3	1741
23063	3	1741
23064	3	1741
23065	3	1741
23066	2	5344
23067	2	5232
23068	2	1747
23069	2	1747
23070	2	71399
23071	3	1748
23072	3	1748
23073	3	1748
23074	3	1748
23075	3	10244
23076	3	6765
23077	3	1748
23078	2	634
23079	3	1748
23080	2	1059
23081	3	1748
23082	3	843
23083	3	1748
23084	3	1748
23085	3	10498
23086	2	388
23087	3	1748
23088	3	1748
23089	3	1749
23090	3	1749
23091	2	7719
23092	3	1749
23093	2	2464
23094	3	5140
23095	3	1749
23096	3	2054
23097	3	1749
23098	3	1749
23099	3	1749
23100	3	18
23101	3	4256
23102	3	2631
23103	3	22330
23104	3	22359
23105	3	9794
23106	3	4931
23107	2	634
23108	3	1749
23109	3	4511
23110	2	5507
23111	3	4081
23112	2	2686
23113	3	5831
23114	3	1749
23115	2	3924
23116	3	1749
23117	2	1912
23118	3	1749
23119	3	3428
23120	3	1749
23121	3	1749
23122	3	1749
23123	3	1750
23124	3	3507
23125	3	1751
23126	3	23883
23127	3	1751
23128	2	763
23129	2	1059
23130	3	6765
23131	3	59
23132	3	11964
23133	2	2654
23134	3	19358
23135	3	3507
23136	2	77
23137	3	1751
23138	3	3507
23139	3	1751
23140	2	1440
23141	3	1751
23142	3	6341
23143	2	440
23144	3	1752
23145	3	9020
23146	3	1753
23147	3	1753
23148	3	1753
23149	3	1753
23150	2	295
23151	3	1753
23152	3	1753
23153	3	1753
23154	2	46
23155	3	1753
23156	3	1178
23157	3	1753
23158	3	12591
23159	3	1753
23160	3	1753
23161	2	4017
23162	2	6003
23163	3	5224
23164	3	1753
23165	2	6100
23166	3	4161
23167	3	5972
23168	3	1753
23169	3	7314
23170	3	1753
23171	3	770
23172	3	20091
23173	3	1753
23174	3	918
23175	3	1753
23176	2	3924
23177	3	1753
23178	3	1753
23179	3	7761
23180	3	5144
23181	3	1753
23182	3	1753
23183	3	12578
23184	3	1753
23185	3	8362
23186	3	4161
23187	3	1754
23188	3	1754
23189	3	1754
23190	3	2251
23191	2	46
23192	3	9020
23193	3	8594
23194	2	1518
23195	3	19286
23196	3	1754
23197	3	21959
23198	3	15075
23199	3	1754
23200	2	2065
23201	3	1754
23202	3	6784
23203	3	11349
23204	3	1178
23205	2	28
23206	3	1756
23207	3	1756
23208	3	1756
23209	3	1756
23210	3	1756
23211	3	1756
23212	3	6870
23213	2	3180
23214	3	1817
23215	3	7579
23216	3	1756
23217	3	4963
23218	3	790
23219	3	1756
23220	3	6393
23221	2	3039
23222	3	1757
23223	3	1757
23224	2	637
23225	3	1979
23226	3	1757
23227	3	6386
23228	3	4616
23229	3	1757
23230	3	10132
23231	2	637
23232	3	1758
23233	3	1758
23234	2	431
23235	3	8397
23236	3	1761
23237	3	1761
23238	3	1761
23239	2	3850
23240	3	20480
23241	3	2528
23242	3	1763
23243	3	1764
23244	3	59545
23245	3	12034
23246	3	2242
23247	3	1765
23248	3	1766
23249	3	2861
23250	2	5164
23251	2	5887
23252	2	1179
23253	3	1767
23254	2	2646
23255	3	1768
23256	3	1769
23257	2	5412
23258	3	1772
23259	3	1772
23260	3	1772
23261	3	1772
23262	3	1773
23263	3	14552
23264	3	1773
23265	3	1773
23266	3	9168
23267	3	1773
23268	3	1773
23269	3	1773
23270	3	13267
23271	3	1915
23272	3	1774
23273	3	1774
23274	3	1774
23275	3	18
23276	3	13
23277	3	11092
23278	3	20676
23279	2	3850
23280	3	1775
23281	3	1775
23282	3	1775
23283	3	1775
23284	3	1775
23285	3	1775
23286	3	1775
23287	3	1775
23288	3	1775
23289	2	3559
23290	3	1775
23291	3	1775
23292	2	5232
23293	3	1776
23294	3	18
23295	3	4282
23296	2	590
23297	3	5208
23298	3	36194
23299	3	33240
23300	2	7530
23301	3	11819
23302	2	6017
23303	2	5974
23304	3	16595
23305	3	3862
23306	2	136
23307	2	7207
23308	2	2464
23309	3	12573
23310	3	21605
23311	2	5232
23312	2	2274
23313	2	4978
23314	3	11240
23315	2	3876
23316	2	40
23317	3	1776
23318	3	1776
23319	3	1429
23320	3	1776
23321	2	71399
23322	3	1776
23323	3	2217
23324	3	1776
23325	3	5114
23326	3	3505
23327	3	3894
23328	3	1777
23329	3	10732
23330	3	1777
23331	3	1777
23332	3	9331
23333	1	1
23334	3	1777
23335	2	1778
23336	3	790
23337	3	1777
23338	3	10748
23339	2	1778
23340	2	1778
23341	2	1778
23342	2	1778
23343	2	136
23344	2	1778
23345	2	1778
23346	2	1778
23347	2	1778
23348	2	1778
23349	2	6003
23350	2	1778
23351	2	1778
23352	2	2867
23353	2	1778
23354	2	1778
23355	2	1778
23356	2	1778
23357	2	1778
23358	2	92
23359	2	1778
23360	2	1778
23361	2	1778
23362	2	1778
23363	2	1778
23364	2	1778
23365	2	1778
23366	2	1778
23367	2	1778
23368	2	1778
23369	2	1778
23370	2	1778
23371	2	1778
23372	2	5974
23373	2	1778
23374	2	1778
23375	2	1778
23376	2	1778
23377	2	1778
23378	2	11503
23379	2	1778
23380	2	1778
23381	2	2065
23382	2	763
23383	3	1779
23384	3	10676
23385	3	1779
23386	3	1779
23387	2	2686
23388	3	11853
23389	3	1779
23390	3	9364
23391	3	29270
23392	3	791
23393	3	1779
23394	2	3379
23395	3	1779
23396	3	1779
23397	2	1225
23398	2	446
23399	3	1779
23400	3	1780
23401	3	1780
23402	3	1780
23403	3	1780
23404	3	4161
23405	3	6593
23406	3	1780
23407	3	10772
23408	3	1780
23409	3	1780
23410	3	1780
23411	3	1780
23412	3	629
23413	3	7301
23414	3	1783
23415	3	1783
23416	3	11202
23417	3	1783
23418	2	3924
23419	3	1783
23420	3	1783
23421	2	127
23422	2	2649
23423	3	1783
23424	3	6689
23425	2	4950
23426	3	11240
23427	2	5232
23428	3	1783
23429	3	64
23430	3	1783
23431	3	4420
23432	3	1783
23433	3	19265
23434	3	1783
23435	3	1783
23436	3	7579
23437	2	136
23438	2	1516
23439	3	6509
23440	3	1783
23441	3	1783
23442	3	3783
23443	3	13445
23444	3	1783
23445	3	4278
23446	3	1783
23447	3	1783
23448	3	1783
23449	3	1783
23450	3	24998
23451	2	11763
23452	3	1783
23453	3	4931
23454	3	1783
23455	2	634
23456	3	3778
23457	3	1783
23458	3	1783
23459	3	2061
23460	3	59668
23461	3	1783
23462	3	1783
23463	3	1783
23464	2	634
23465	2	1849
23466	3	1786
23467	2	645
23468	3	1786
23469	3	1786
23470	3	1786
23471	3	1786
23472	3	1788
23473	3	1788
23474	3	1788
23475	3	1788
23476	3	1788
23477	3	1788
23478	3	1788
23479	3	1788
23480	2	2704
23481	3	1788
23482	3	1788
23483	2	3850
23484	3	1789
23485	3	1789
23486	3	21857
23487	3	1789
23488	3	1789
23489	3	1789
23490	3	1789
23491	3	1789
23492	3	1789
23493	3	1789
23494	3	1789
23495	3	1789
23496	3	1789
23497	3	1789
23498	3	1789
23499	3	1789
23500	3	3014
23501	3	1790
23502	3	1792
23503	3	13735
23504	3	1793
23505	3	5796
23506	3	1798
23507	2	763
23508	3	1800
23509	3	1801
23510	2	1805
23511	3	1803
23512	3	3704
23513	2	1805
23514	2	1805
23515	2	1805
23516	2	1805
23517	2	1805
23518	2	1805
23519	2	1805
23520	2	1805
23521	2	1805
23522	2	1805
23523	2	1805
23524	2	1805
23525	2	1059
23526	2	637
23527	2	1805
23528	2	645
23529	2	1805
23530	2	1805
23531	2	1805
23532	2	1805
23533	2	1805
23534	2	1805
23535	2	645
23536	2	1805
23537	2	28
23538	2	1805
23539	2	1805
23540	2	634
23541	2	763
23542	2	1805
23543	2	14636
23544	2	1805
23545	3	1806
23546	2	4041
23547	3	1806
23548	3	1806
23549	3	1806
23550	3	1806
23551	3	3509
23552	3	1806
23553	2	71399
23554	3	1806
23555	3	8423
23556	3	1806
23557	2	645
23558	2	1810
23559	2	1810
23560	2	1810
23561	2	1810
23562	2	1810
23563	2	1810
23564	2	1810
23565	2	1810
23566	2	645
23567	3	1811
23568	2	40
23569	3	8436
23570	3	1812
23571	3	1812
23572	3	2500
23573	3	14059
23574	3	1813
23575	3	1813
23576	3	1813
23577	3	1813
23578	3	1813
23579	3	1813
23580	3	1813
23581	3	1813
23582	3	1813
23583	3	1813
23584	3	1813
23585	3	1813
23586	3	17649
23587	3	3685
23588	3	1813
23589	3	1813
23590	2	1669
23591	3	5224
23592	3	1813
23593	2	1669
23594	3	5205
23595	3	1813
23596	2	1669
23597	3	1813
23598	3	1813
23599	3	4161
23600	2	634
23601	3	1813
23602	2	1669
23603	3	12469
23604	3	1813
23605	3	1813
23606	2	71399
23607	3	5144
23608	3	1813
23609	3	1813
23610	3	18
23611	3	1813
23612	3	7615
23613	3	4414
23614	3	1892
23615	3	1813
23616	2	2169
23617	3	1813
23618	3	1813
23619	3	1813
23620	3	1813
23621	3	1813
23622	3	1813
23623	3	1813
23624	3	1814
23625	3	24998
23626	2	3924
23627	3	14552
23628	3	4984
23629	3	2372
23630	3	11243
23631	2	1572
23632	3	1814
23633	2	136
23634	3	1814
23635	3	1398
23636	3	1814
23637	3	7039
23638	3	1814
23639	2	1207
23640	2	71399
23641	3	1814
23642	3	1814
23643	2	136
23644	3	14555
23645	3	1814
23646	3	1814
23647	3	1814
23648	3	1814
23649	2	28
23650	3	1815
23651	3	1815
23652	3	2440
23653	3	1815
23654	3	1815
23655	3	14552
23656	3	1815
23657	2	1059
23658	3	1815
23659	3	8588
23660	2	5241
23661	3	7394
23662	3	18
23663	3	1904
23664	3	18268
23665	3	1815
23666	3	64
23667	3	1815
23668	3	1815
23669	3	1815
23670	3	23422
23671	2	136
23672	2	71399
23673	2	1059
23674	2	2704
23675	3	4457
23676	3	20577
23677	2	5791
23678	2	1225
23679	3	14552
23680	3	1816
23681	3	2033
23682	3	1816
23683	3	1816
23684	3	1894
23685	2	136
23686	2	136
23687	3	1816
23688	2	136
23689	3	4890
23690	3	1816
23691	3	1816
23692	2	8188
23693	3	1816
23694	3	1816
23695	3	1816
23696	3	1816
23697	3	1816
23698	3	1816
23699	2	5232
23700	2	128
23701	3	4081
23702	3	1817
23703	3	1817
23704	3	1817
23705	3	1817
23706	2	3512
23707	3	6633
23708	3	1817
23709	2	3924
23710	3	1817
23711	2	2649
23712	3	1817
23713	3	1817
23714	3	1817
23715	3	14552
23716	3	1817
23717	3	1817
23718	2	5232
23719	3	1817
23720	2	6174
23721	3	1817
23722	3	19430
23723	3	6595
23724	3	1817
23725	2	5232
23726	2	3924
23727	3	1817
23728	3	1817
23729	2	40
23730	3	1817
23731	3	1817
23732	2	136
23733	3	6590
23734	2	4017
23735	3	1817
23736	3	1817
23737	2	6174
23738	2	128
23739	3	1817
23740	3	4161
23741	2	2646
23742	3	1817
23743	3	1817
23744	3	1817
23745	2	650
23746	3	23745
23747	3	1818
23748	3	1867
23749	3	10350
23750	3	1818
23751	3	1818
23752	3	1867
23753	3	1818
23754	3	13534
23755	3	17933
23756	3	1818
23757	3	19569
23758	3	1867
23759	3	1818
23760	3	1818
23761	3	13908
23762	3	1818
23763	3	51100
23764	3	24386
23765	3	1818
23766	3	1818
23767	2	1225
23768	3	1818
23769	2	3924
23770	3	1819
23771	3	17238
23772	3	1819
23773	3	1819
23774	3	1819
23775	3	3360
23776	3	1819
23777	3	1819
23778	3	1819
23779	3	3040
23780	3	1821
23781	3	1821
23782	3	1821
23783	3	23769
23784	3	726
23785	3	1822
23786	3	1822
23787	3	9252
23788	3	1823
23789	3	1823
23790	3	4161
23791	3	4161
23792	3	1824
23793	3	19760
23794	3	6508
23795	2.3	14645
23796	3	3509
23797	3	14555
23798	3	19519
23799	3	6508
23800	3	22121
23801	3	22898
23802	3	2155
23803	3	1829
23804	3	1830
23805	3	54800
23806	3	1830
23807	3	1830
23808	3	71493
23809	3	1830
23810	3	1830
23811	3	3864
23812	3	1830
23813	3	6013
23814	3	71493
23815	3	71493
23816	3	54800
23817	3	1830
23818	3	1830
23819	3	1830
23820	3	1830
23821	3	1830
23822	3	1830
23823	3	6668
23824	3	1830
23825	2	128
23826	3	71493
23827	3	71493
23828	3	1830
23829	3	1830
23830	3	1830
23831	3	1830
23832	3	1831
23833	2	3924
23834	3	9479
23835	2	2704
23836	3	1831
23837	3	770
23838	3	1831
23839	3	1831
23840	2	6159
23841	3	8575
23842	3	1832
23843	3	1832
23844	3	1832
23845	2	3924
23846	2	1059
23847	2	4017
23848	3	6504
23849	3	1833
23850	3	1833
23851	3	1833
23852	2	738
23853	2	1179
23854	3	1834
23855	2	600
23856	3	1835
23857	3	1835
23858	3	1835
23859	3	9506
23860	3	5503
23861	3	4092
23862	3	1835
23863	2	27
23864	3	1835
23865	3	1835
23866	3	1835
23867	3	1835
23868	3	1835
23869	3	1835
23870	3	1835
23871	3	1835
23872	3	1835
23873	3	1835
23874	2	1912
23875	3	1835
23876	3	1835
23877	3	6562
23878	3	1835
23879	3	1835
23880	3	1835
23881	3	1835
23882	3	18
23883	2	4007
23884	3	1835
23885	3	6668
23886	3	1835
23887	3	1835
23888	2	5232
23889	3	1835
23890	3	6689
23891	3	18
23892	3	1835
23893	3	1835
23894	3	1835
23895	3	1835
23896	3	1835
23897	3	1835
23898	3	20026
23899	3	1835
23900	3	1835
23901	3	6765
23902	3	1835
23903	3	1835
23904	3	1835
23905	3	1835
23906	3	1835
23907	3	4599
23908	3	1835
23909	2	5232
23910	3	20522
23911	3	1835
23912	2	136
23913	3	1835
23914	3	1835
23915	3	1835
23916	2	5232
23917	3	1835
23918	3	1835
23919	3	1835
23920	2	12948
23921	2	6003
23922	3	1835
23923	3	1835
23924	3	1835
23925	3	1835
23926	3	1835
23927	3	5581
23928	3	1835
23929	3	1835
23930	3	1835
23931	3	1835
23932	3	1835
23933	2	6586
23934	2	5232
23935	3	1835
23936	3	60007
23937	3	1835
23938	3	1835
23939	3	1835
23940	3	1835
23941	3	1835
23942	3	1835
23943	3	1835
23944	3	1835
23945	3	1835
23946	3	19412
23947	3	1835
23948	3	1835
23949	3	1835
23950	3	1835
23951	3	20072
23952	3	1835
23953	2	5232
23954	3	1835
23955	3	1835
23956	2	8461
23957	3	11240
23958	3	1836
23959	3	1836
23960	3	1836
23961	2	136
23962	3	12573
23963	3	16047
23964	3	1838
23965	3	7394
23966	3	1839
23967	3	1839
23968	3	6765
23969	3	1840
23970	3	18831
23971	2	725
23972	3	1840
23973	2	7372
23974	3	23987
23975	2	7372
23976	2	7372
23977	2	10845
23978	3	6968
23979	3	13505
23980	2	2205
23981	3	23987
23982	2	102
23983	3	23987
23984	2	1059
23985	3	1840
23986	2	5232
23987	2	7372
23988	3	40884
23989	2	3924
23990	2	12368
23991	2	6174
23992	3	23987
23993	3	1840
23994	3	1840
23995	3	1840
23996	3	1840
23997	3	1840
23998	2	634
23999	2	136
24000	2.8	20469
24001	3	22015
24002	3	24011
24003	3	1841
24004	3	1841
24005	3	1841
24006	3	4511
24007	3	1841
24008	3	1841
24009	3	1841
24010	3	4511
24011	2	128
24012	2	3865
24013	3	5568
24014	3	1844
24015	3	1844
24016	3	5134
24017	3	12307
24018	2	4716
24019	3	1844
24020	3	6508
24021	3	24012
24022	3	23685
24023	2	71399
24024	2	3924
24025	3	4161
24026	2	735
24027	2	7637
24028	3	1845
24029	3	12179
24030	2	11201
24031	3	6668
24032	3	6668
24033	3	9258
24034	3	1845
24035	3	6668
24036	3	6668
24037	2	9312
24038	2	3924
24039	3	6668
24040	2	5232
24041	3	32712
24042	3	6668
24043	3	5945
24044	3	9258
24045	3	6668
24046	3	6668
24047	3	6668
24048	3	6668
24049	3	41878
24050	2	2169
24051	3	6668
24052	3	18
24053	3	6668
24054	3	6668
24055	3	6668
24056	2.9	47053
24057	3	6668
24058	3	18
24059	3	6668
24060	2	5232
24061	3	6668
24062	3	6668
24063	3	6668
24064	3	12614
24065	3	4890
24066	2	2634
24067	2	634
24068	3	6668
24069	3	42889
24070	3	6668
24071	2	3924
24072	2	6174
24073	3	12571
24074	3	1845
24075	3	1846
24076	3	1846
24077	3	11246
24078	2	10314
24079	3	11246
24080	3	21563
24081	3	11246
24082	3	11246
24083	3	21563
24084	2	1849
24085	2	1075
24086	3	10431
24087	3	11246
24088	3	11246
24089	3	1906
24090	2	4678
24091	2	4017
24092	3	25352
24093	3	16860
24094	3	11746
24095	3	7394
24096	2	3924
24097	2	5232
24098	3	1847
24099	3	1847
24100	2	5232
24101	3	7410
24102	2	1494
24103	3	14555
24104	3	1847
24105	3	1847
24106	2	9768
24107	2	3924
24108	2	1059
24109	2	11201
24110	3	1847
24111	3	1847
24112	3	7394
24113	3	6669
24114	2	6017
24115	3	1847
24116	3	6669
24117	3	16834
24118	3	1847
24119	3	1847
24120	3	15225
24121	3	12770
24122	3	1847
24123	3	1848
24124	3	1848
24125	2	1059
24126	2	1849
24127	2	1849
24128	2	1849
24129	2	1849
24130	2	1849
24131	2	634
24132	2	1849
24133	2	1849
24134	2	1849
24135	2	1849
24136	2	1626
24137	2	1849
24138	2	1849
24139	2	1849
24140	2	1849
24141	2	1849
24142	2	763
24143	2	3924
24144	2	1849
24145	2	3924
24146	2	4547
24147	2	1849
24148	2	1849
24149	2	1849
24150	2	1849
24151	2	3924
24152	2	4332
24153	2	1849
24154	2	1849
24155	2	1849
24156	2	1849
24157	2	10731
24158	2	725
24159	2	1849
24160	2	9320
24161	2.3	9548
24162	3	16939
24163	3	6669
24164	3	1850
24165	3	1850
24166	2	3850
24167	3	10326
24168	3	15948
24169	2	4017
24170	3	4488
24171	2	12803
24172	3	6741
24173	3	6741
24174	3	21945
24175	2	8705
24176	3	1850
24177	2	2654
24178	3	22848
24179	3	3921
24180	3	14897
24181	2	19290
24182	2	3994
24183	3	24177
24184	3	15937
24185	2	3210
24186	3	1851
24187	2	3924
24188	3	18268
24189	3	4182
24190	2	2168
24191	2	4017
24192	3	1851
24193	2	136
24194	3	11239
24195	3	64
24196	3	14600
24197	2	3873
24198	3	1851
24199	3	18964
24200	3	32060
24201	3	7104
24202	3	11239
24203	2	7630
24204	3	1851
24205	3	1851
24206	3	14600
24207	3	2694
24208	3	30221
24209	2	546
24210	3	7104
24211	3	6393
24212	2	3865
24213	3	1851
24214	3	1851
24215	2	5344
24216	3	8750
24217	3	1852
24218	3	1852
24219	3	18507
24220	3	3272
24221	3	1852
24222	2	6003
24223	3	1852
24224	2	2275
24225	2	2275
24226	3	1852
24227	3	10108
24228	3	1852
24229	3	8802
24230	3	1852
24231	3	2693
24232	3	11586
24233	3	5308
24234	2	735
24235	3	1852
24236	3	1853
24237	3	1853
24238	3	4618
24239	3	12596
24240	3	1853
24241	3	11774
24242	3	6774
24243	3	4123
24244	3	1853
24245	2	590
24246	2	2625
24247	3	6700
24248	3	13955
24249	3	14611
24250	2	6003
24251	3	20074
24252	3	10937
24253	3	20074
24254	3	4974
24255	3	1855
24256	3	14897
24257	3	20074
24258	3	4988
24259	3	1855
24260	3	1855
24261	3	20074
24262	3	1855
24263	2	2625
24264	3	20074
24265	2	1173
24266	3	1979
24267	3	1856
24268	3	1856
24269	3	1856
24270	3	1856
24271	3	1857
24272	3	15592
24273	2	71404
24274	3	21959
24275	3	1857
24276	3	1857
24277	3	1753
24278	2	5232
24279	2	763
24280	3	24532
24281	3	1857
24282	2	2169
24283	2	11574
24284	3	15879
24285	3	15948
24286	2	5905
24287	3	1857
24288	2	21469
24289	3	10726
24290	3	1857
24291	3	3942
24292	3	9994
24293	2	1516
24294	3	1857
24295	3	1857
24296	3	1857
24297	3	18
24298	3	10168
24299	3	776
24300	3	8754
24301	3	18
24302	2	2704
24303	3	1857
24304	3	24305
24305	2	1432
24306	2	28
24307	2	1173
24308	2	118
24309	2	136
24310	3	1857
24311	2	9457
24312	3	1857
24313	3	1909
24314	3	1749
24315	3	4422
24316	3	1859
24317	2	7530
24318	2	4007
24319	3	3200
24320	3	1860
24321	3	1860
24322	3	1860
24323	1.6	104
24324	2	6100
24325	3	1860
24326	3	19111
24327	3	1860
24328	3	1860
24329	3	1860
24330	3	1860
24331	3	1860
24332	3	681
24333	2	15596
24334	3	19139
24335	3	24333
24336	3	1860
24337	3	715
24338	3	1860
24339	3	1860
24340	3	1860
24341	3	1899
24342	3	1861
24343	3	16157
24344	3	4271
24345	3	1861
24346	3	1861
24347	3	1862
24348	3	1862
24349	2	5423
24350	3	1862
24351	2	9768
24352	3	6765
24353	3	1863
24354	3	1863
24355	3	4374
24356	3	19868
24357	3	1863
24358	3	2528
24359	3	1863
24360	3	1863
24361	3	1863
24362	3	7875
24363	3	11213
24364	3	1863
24365	3	1863
24366	3	1863
24367	2	447
24368	3	1863
24369	3	1863
24370	3	20895
24371	3	1865
24372	3	1865
24373	3	1865
24374	3	1865
24375	3	1865
24376	3	1865
24377	3	1865
24378	2	7207
24379	3	1865
24380	3	7579
24381	3	1865
24382	3	1865
24383	2	1173
24384	3	15772
24385	3	1867
24386	2	4007
24387	2	650
24388	3	1867
24389	3	19569
24390	3	7529
24391	3	1867
24392	3	1869
24393	3	1869
24394	3	1869
24395	3	1869
24396	3	1869
24397	3	2239
24398	2	763
24399	3	1869
24400	3	1869
24401	3	12776
24402	3	5178
24403	2	429
24404	3	1869
24405	3	33312
24406	3	16898
24407	3	1869
24408	3	1869
24409	3	1869
24410	3	1869
24411	3	1869
24412	3	1869
24413	3	1869
24414	3	1869
24415	3	12111
24416	3	1869
24417	3	1869
24418	3	1869
24419	3	18697
24420	3	22480
24421	3	22480
24422	3	22480
24423	3	22480
24424	3	22480
24425	3	1858
24426	3	15879
24427	2	11574
24428	2	634
24429	3	1903
24430	2	11429
24431	3	1871
24432	2	5241
24433	3	9557
24434	3	24283
24435	3	1720
24436	3	1874
24437	2	77
24438	3	7047
24439	3	1875
24440	3	1876
24441	2	3234
24442	2	1440
24443	3	44
24444	3	1879
24445	3	1879
24446	3	1879
24447	3	22274
24448	3	737
24449	3	1879
24450	3	1879
24451	3	9721
24452	3	1879
24453	3	1879
24454	3	3503
24455	2	27
24456	3	1882
24457	3	1882
24458	3	1882
24459	3	1882
24460	3	1882
24461	3	1882
24462	3	1882
24463	3	1883
24464	3	1883
24465	2	4572
24466	3	1883
24467	3	6229
24468	3	1883
24469	3	1883
24470	2	634
24471	3	1883
24472	3	1883
24473	3	1883
24474	3	301
24475	3	9020
24476	3	1883
24477	3	1884
24478	3	9557
24479	3	1885
24480	3	1885
24481	3	1885
24482	2	637
24483	2	663
24484	3	5403
24485	3	1885
24486	3	8572
24487	3	1885
24488	3	717
24489	2	1179
24490	3	1885
24491	3	30165
24492	3	12495
24493	2	93
24494	3	1885
24495	3	1885
24496	3	1885
24497	3	1885
24498	3	1885
24499	3	1885
24500	3	1885
24501	3	1885
24502	3	1885
24503	3	1885
24504	3	1885
24505	3	1885
24506	3	1885
24507	3	791
24508	3	1885
24509	3	1885
24510	3	1885
24511	3	1885
24512	3	1885
24513	3	1885
24514	3	1885
24515	3	1885
24516	3	1885
24517	3	1885
24518	3	1885
24519	3	4895
24520	3	1887
24521	3	1888
24522	3	1889
24523	3	11846
24524	3	1891
24525	3	2457
24526	3	1892
24527	3	1892
24528	3	1892
24529	3	1892
24530	3	1892
24531	2	3850
24532	2	763
24533	2	2464
24534	3	5177
24535	3	19330
24536	3	19330
24537	3	19330
24538	3	7412
24539	3	1892
24540	2	3502
24541	3	19414
24542	3	4231
24543	2	2786
24544	2	5679
24545	3	10421
24546	3	1893
24547	3	1893
24548	3	1893
24549	2	118
24550	3	1893
24551	3	3328
24552	2	374
24553	3	18956
24554	3	23977
24555	3	1894
24556	3	1894
24557	3	1894
24558	3	1894
24559	3	1894
24560	3	1894
24561	3	1894
24562	2	549
24563	3	28181
24564	3	20689
24565	2	5232
24566	3	1894
24567	3	1398
24568	3	1894
24569	3	28324
24570	3	1894
24571	2	5232
24572	3	1895
24573	3	6013
24574	2	3924
24575	3	8326
24576	3	8326
24577	2	3970
24578	2	4978
24579	3	4089
24580	3	6765
24581	1	1
24582	3	843
24583	2	4978
24584	3	4089
24585	2	5232
24586	2	763
24587	2	725
24588	3	1896
24589	3	1896
24590	3	1720
24591	3	1896
24592	3	1896
24593	2	329
24594	3	3143
24595	2	136
24596	3	6565
24597	3	1896
24598	3	1896
24599	3	1896
24600	3	20072
24601	3	1896
24602	2	77
24603	3	4168
24604	3	1896
24605	3	3774
24606	3	1533
24607	3	1896
24608	2	634
24609	3	1896
24610	3	24613
24611	3	1897
24612	3	1897
24613	2	5232
24614	3	4456
24615	3	770
24616	3	1897
24617	3	1897
24618	3	918
24619	3	1897
24620	3	44
24621	3	1897
24622	3	1897
24623	3	31510
24624	2	22513
24625	3	1898
24626	3	1898
24627	2	590
24628	2	725
24629	3	1898
24630	3	1898
24631	3	1898
24632	3	1898
24633	2	388
24634	3	1898
24635	2	4334
24636	2	3379
24637	3	1898
24638	3	1898
24639	3	23205
24640	3	1274
24641	3	1898
24642	3	1898
24643	3	1898
24644	2	433
24645	2	860
24646	3	1405
24647	3	918
24648	3	1899
24649	3	7579
24650	3	7579
24651	3	1899
24652	3	1899
24653	2	1179
24654	3	1899
24655	2	128
24656	3	1900
24657	3	4982
24658	3	1900
24659	3	1905
24660	3	1900
24661	3	1901
24662	3	3535
24663	2	645
24664	3	1901
24665	3	1901
24666	3	3535
24667	3	3475
24668	3	1901
24669	3	3535
24670	3	1901
24671	3	1901
24672	3	1901
24673	3	1901
24674	3	12596
24675	2	6017
24676	3	21972
24677	2	11779
24678	2	4716
24679	3	24644
24680	3	1901
24681	3	1902
24682	3	4374
24683	3	1902
24684	3	1902
24685	3	1902
24686	3	1902
24687	3	1902
24688	3	1902
24689	3	1902
24690	3	1903
24691	2	34
24692	3	4955
24693	3	1903
24694	3	1903
24695	3	1903
24696	3	1903
24697	3	1903
24698	3	1903
24699	3	11969
24700	3	1904
24701	2	5232
24702	3	1904
24703	3	1904
24704	3	18775
24705	3	1904
24706	3	1904
24707	3	1904
24708	3	1904
24709	3	1904
24710	3	1904
24711	3	1904
24712	3	1904
24713	3	1904
24714	3	6499
24715	3	1905
24716	3	854
24717	3	24720
24718	3	2946
24719	3	22365
24720	2	634
24721	3	3040
24722	3	1905
24723	3	21938
24724	3	27661
24725	3	1905
24726	3	1905
24727	3	1905
24728	3	20577
24729	3	1905
24730	3	1905
24731	3	1905
24732	3	5513
24733	3	1905
24734	3	301
24735	3	4414
24736	2	1540
24737	3	6391
24738	3	1905
24739	3	17251
24740	3	1905
24741	2	28
24742	1	1
24743	3	1905
24744	3	1905
24745	3	2984
24746	3	1905
24747	3	1905
