Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     17.78     0.00        2     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00     17.78     0.00        2     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00     17.78     0.00        2     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00     17.78     0.00        2     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00     17.78     0.00        2     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::vector()
  0.00     17.78     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::insert(std::_Bit_const_iterator, unsigned long, bool const&)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector()
  0.00     17.78     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&)
  0.00     17.78     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&)
  0.00     17.78     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__niter_wrap<double*>(double* const&, double*)
  0.00     17.78     0.00        2     0.00     0.00  unsigned long* std::__niter_wrap<unsigned long*>(unsigned long* const&, unsigned long*)
  0.00     17.78     0.00        2     0.00     0.00  unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__copy_move_a<true, double*, double*>(double*, double*, double*)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
  0.00     17.78     0.00        2     0.00     0.00  unsigned long* std::__copy_move_a1<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a1<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__copy_move_a1<true, double*, double*>(double*, double*, double*)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*)
  0.00     17.78     0.00        2     0.00     0.00  unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
  0.00     17.78     0.00        2     0.00     0.00  std::__fill_bvector(unsigned long*, unsigned int, unsigned int, bool)
  0.00     17.78     0.00        2     0.00     0.00  double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00     17.78     0.00        2     0.00     0.00  int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00     17.78     0.00        2     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
  0.00     17.78     0.00        2     0.00     0.00  double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  0.00     17.78     0.00        2     0.00     0.00  int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00     17.78     0.00        2     0.00     0.00  unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00     17.78     0.00        2     0.00     0.00  int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00     17.78     0.00        2     0.00     0.00  std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.78     0.00        2     0.00     0.00  void std::fill<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00     17.78     0.00        2     0.00     0.00  void std::__fill_a<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00     17.78     0.00        2     0.00     0.00  std::__fill_a1(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00     17.78     0.00        1     0.00     0.00  logPerformance(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, long long, long long, int, int, int)
  0.00     17.78     0.00        1     0.00    17.77  main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int)
  0.00     17.78     0.00        1     0.00     0.00  parseChangesFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     17.78     0.00        1     0.00     0.00  updateAffectedVertices(Graph const&, SSSPTree&, std::vector<int, std::allocator<int> > const&, int)
  0.00     17.78     0.00        1     0.00    17.10  identifyAffectedVertices(Graph&, SSSPTree&, std::vector<EdgeChange, std::allocator<EdgeChange> > const&, std::vector<int, std::allocator<int> > const&, int)
  0.00     17.78     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     17.78     0.00        1     0.00     0.01  Graph::Graph(int)
  0.00     17.78     0.00        1     0.00     0.00  Graph::~Graph()
  0.00     17.78     0.00        1     0.00     0.00  SSSPTree::SSSPTree(int, int)
  0.00     17.78     0.00        1     0.00     0.00  SSSPTree::~SSSPTree()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Edge>::new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Edge>::~new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<PQNode>::new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<PQNode>::~new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::deallocate(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::allocate(unsigned long, void const*)
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::~new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::~new_allocator()
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00     17.78     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<PQNode const*, std::vector<PQNode, std::allocator<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode const*, std::vector<PQNode, std::allocator<PQNode> > > const&, __gnu_cxx::__normal_iterator<PQNode const*, std::vector<PQNode, std::allocator<PQNode> > > const&)
  0.00     17.78     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00     17.78     0.00        1     0.00     0.00  Graph::getEdgeCount() const
  0.00     17.78     0.00        1     0.00     0.00  SSSPTree::saveToFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00     17.78     0.00        1     0.00     0.00  SSSPTree::getVertexCount() const
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<EdgeChange, std::allocator<EdgeChange> >::get_allocator() const
  0.00     17.78     0.00        1     0.00     0.00  std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::empty() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::end() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::begin() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<PQNode, std::allocator<PQNode> >::end() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<PQNode, std::allocator<PQNode> >::begin() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<PQNode, std::allocator<PQNode> >::empty() const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_check_len(unsigned long, char const*) const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.00     17.78     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::capacity() const
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<Edge>::allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<Edge>::~allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<PQNode>::allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<PQNode>::~allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >::~allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<bool>::allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<bool>::~allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&)
  0.00     17.78     0.00        1     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00     17.78     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<Neighbor, std::allocator<Neighbor> >*>(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*)
  0.00     17.78     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*)
  0.00     17.78     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<PQNode*>(PQNode*, PQNode*)
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<EdgeChange, std::allocator<EdgeChange> >::_Vector_impl::_Vector_impl(std::allocator<EdgeChange> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<EdgeChange, std::allocator<EdgeChange> >::_Vector_base(std::allocator<EdgeChange> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_Vector_impl::_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_Vector_impl::~_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_M_deallocate(PQNode*, unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_M_get_Tp_allocator()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<PQNode, std::allocator<PQNode> >::~_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_allocate(unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_Vector_impl::_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_Vector_impl::~_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::~_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00     17.78     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00     17.78     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::priority_queue<std::vector<PQNode, std::allocator<PQNode> >, void>()
  0.00     17.78     0.00        1     0.00     0.00  std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::~priority_queue()
  0.00     17.78     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::deallocate(std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::allocate(std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00     17.78     0.00        1     0.00     0.01  std::vector<Neighbor, std::allocator<Neighbor> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long>(std::vector<Neighbor, std::allocator<Neighbor> >*, unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::_M_move_assign(std::vector<EdgeChange, std::allocator<EdgeChange> >&&, std::integral_constant<bool, true>)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::vector(std::allocator<EdgeChange> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<EdgeChange, std::allocator<EdgeChange> >::operator=(std::vector<EdgeChange, std::allocator<EdgeChange> >&&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::~vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<PQNode, std::allocator<PQNode> >::vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<PQNode, std::allocator<PQNode> >::~vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_S_do_relocate(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&, std::integral_constant<bool, true>)
  0.00     17.78     0.00        1     0.00     0.01  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::_M_default_append(unsigned long)
  0.00     17.78     0.00        1     0.00     0.01  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::resize(unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::~vector()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::resize(unsigned long, double const&)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00     17.78     0.00        1     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_assign_aux<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
  0.00     17.78     0.00        1     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_assign_dispatch<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::__false_type)
  0.00     17.78     0.00        1     0.00     0.00  int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     17.78     0.00        1     0.00     0.00  void std::vector<int, std::allocator<int> >::assign<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::resize(unsigned long, int const&)
  0.00     17.78     0.00        1     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&)
  0.00     17.78     0.00        1     0.00     0.00  int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00     17.78     0.00        1     0.00     0.00  int* std::__copy_move_a1<false, int*, int*>(int*, int*, int*)
  0.00     17.78     0.00        1     0.00     0.00  int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)
  0.00     17.78     0.00        1     0.00     0.00  std::vector<Neighbor, std::allocator<Neighbor> >* std::__relocate_a_1<std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >(std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::vector<Neighbor, std::allocator<Neighbor> >*, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > >&)
  0.00     17.78     0.00        1     0.00     0.00  void std::__alloc_on_move<std::allocator<EdgeChange> >(std::allocator<EdgeChange>&, std::allocator<EdgeChange>&)
  0.00     17.78     0.00        1     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
