Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[208]    0.0    0.00    0.00   75869         __gnu_cxx::__ops::_Iter_comp_val<std::greater<PQNode> >::_Iter_comp_val(std::greater<PQNode>) [208]
                0.00    0.00   75869/227605      std::remove_reference<std::greater<PQNode>&>::type&& std::move<std::greater<PQNode>&>(std::greater<PQNode>&) [155]
-----------------------------------------------
                0.00    0.00   75869/75869       std::vector<PQNode, std::allocator<PQNode> >::front() const [211]
[209]    0.0    0.00    0.00   75869         __gnu_cxx::__normal_iterator<PQNode const*, std::vector<PQNode, std::allocator<PQNode> > >::operator*() const [209]
-----------------------------------------------
                0.00    0.00   75869/75869       computeInitialSSSP(Graph const&, int) [27]
[210]    0.0    0.00    0.00   75869         std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::top() const [210]
                0.00    0.00   75869/75869       std::vector<PQNode, std::allocator<PQNode> >::front() const [211]
-----------------------------------------------
                0.00    0.00   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::top() const [210]
[211]    0.0    0.00    0.00   75869         std::vector<PQNode, std::allocator<PQNode> >::front() const [211]
                0.00    0.00   75869/151739      std::vector<PQNode, std::allocator<PQNode> >::begin() const [174]
                0.00    0.00   75869/75869       __gnu_cxx::__normal_iterator<PQNode const*, std::vector<PQNode, std::allocator<PQNode> > >::operator*() const [209]
-----------------------------------------------
                0.00    0.00   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::pop() [32]
[212]    0.0    0.00    0.00   75869         std::vector<PQNode, std::allocator<PQNode> >::pop_back() [212]
                0.00    0.00   75869/141404      void std::allocator_traits<std::allocator<PQNode> >::destroy<PQNode>(std::allocator<PQNode>&, PQNode*) [177]
-----------------------------------------------
                0.00    0.00   75867/75867       void std::pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode> >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode>) [33]
[213]    0.0    0.00    0.00   75867         __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::operator--() [213]
-----------------------------------------------
                0.00    0.00   75867/75867       void std::__adjust_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >) [35]
[214]    0.0    0.00    0.00   75867         __gnu_cxx::__ops::_Iter_comp_val<std::greater<PQNode> >::_Iter_comp_val(__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&&) [214]
                0.00    0.00   75867/227605      std::remove_reference<std::greater<PQNode>&>::type&& std::move<std::greater<PQNode>&>(std::greater<PQNode>&) [155]
-----------------------------------------------
                0.00    0.00   75867/75867       void std::__adjust_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >) [35]
[215]    0.0    0.00    0.00   75867         std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&>(__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&) [215]
-----------------------------------------------
                0.00    0.00   67430/67430       __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}>, std::random_access_iterator_tag) [86]
[216]    0.0    0.00    0.00   67430         bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}>::operator()<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [216]
                0.00    0.00   67430/1163885     __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator*() const [116]
                0.00    0.00   67430/67430       Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}::operator()(Neighbor const&) const [217]
-----------------------------------------------
                0.00    0.00   67430/67430       bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}>::operator()<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [216]
[217]    0.0    0.00    0.00   67430         Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}::operator()(Neighbor const&) const [217]
-----------------------------------------------
                0.00    0.00   65535/65535       PQNode* std::__relocate_a_1<PQNode*, PQNode*, std::allocator<PQNode> >(PQNode*, PQNode*, PQNode*, std::allocator<PQNode>&) [291]
[218]    0.0    0.00    0.00   65535         void std::__relocate_object_a<PQNode, PQNode, std::allocator<PQNode> >(PQNode*, PQNode*, std::allocator<PQNode>&) [218]
                0.00    0.00   65535/1851968     std::remove_reference<PQNode&>::type&& std::move<PQNode&>(PQNode&) [110]
                0.00    0.00   65535/141404      void std::allocator_traits<std::allocator<PQNode> >::construct<PQNode, PQNode>(std::allocator<PQNode>&, PQNode*, PQNode&&) [178]
                0.00    0.00   65535/196605      PQNode* std::__addressof<PQNode>(PQNode&) [163]
                0.00    0.00   65535/141404      void std::allocator_traits<std::allocator<PQNode> >::destroy<PQNode>(std::allocator<PQNode>&, PQNode*) [177]
-----------------------------------------------
                0.00    0.00      15/62781       void std::vector<EdgeChange, std::allocator<EdgeChange> >::_M_realloc_insert<EdgeChange>(__gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >, EdgeChange&&) [326]
                0.00    0.00   10000/62781       EdgeChange& std::vector<EdgeChange, std::allocator<EdgeChange> >::emplace_back<EdgeChange>(EdgeChange&&) [249]
                0.00    0.00   26383/62781       void std::allocator_traits<std::allocator<EdgeChange> >::construct<EdgeChange, EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*, EdgeChange&&) [224]
                0.00    0.00   26383/62781       void __gnu_cxx::new_allocator<EdgeChange>::construct<EdgeChange, EdgeChange>(EdgeChange*, EdgeChange&&) [223]
[219]    0.0    0.00    0.00   62781         EdgeChange&& std::forward<EdgeChange>(std::remove_reference<EdgeChange>::type&) [219]
-----------------------------------------------
                0.00    0.00      40/50080       void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [42]
                0.00    0.00   10000/50080       __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator<Edge*>(__gnu_cxx::__normal_iterator<Edge*, __gnu_cxx::__enable_if<std::__are_same<Edge*, Edge*>::__value, std::vector<Edge, std::allocator<Edge> > >::__type> const&) [242]
                0.00    0.00   10000/50080       bool __gnu_cxx::operator==<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [261]
                0.00    0.00   10000/50080       bool __gnu_cxx::operator!=<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [14]
                0.00    0.00   20040/50080       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [238]
[220]    0.0    0.00    0.00   50080         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [220]
-----------------------------------------------
                0.00    0.00   16383/49149       void std::__relocate_object_a<EdgeChange, EdgeChange, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [237]
                0.00    0.00   32766/49149       EdgeChange* std::__relocate_a_1<EdgeChange*, EdgeChange*, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [301]
[221]    0.0    0.00    0.00   49149         EdgeChange* std::__addressof<EdgeChange>(EdgeChange&) [221]
-----------------------------------------------
                0.00    0.00   40004/40004       bool __gnu_cxx::operator!=<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >(__gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > > const&, __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > > const&) [228]
[222]    0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::base() const [222]
-----------------------------------------------
                0.00    0.00   26383/26383       void std::allocator_traits<std::allocator<EdgeChange> >::construct<EdgeChange, EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*, EdgeChange&&) [224]
[223]    0.0    0.00    0.00   26383         void __gnu_cxx::new_allocator<EdgeChange>::construct<EdgeChange, EdgeChange>(EdgeChange*, EdgeChange&&) [223]
                0.00    0.00   26383/62781       EdgeChange&& std::forward<EdgeChange>(std::remove_reference<EdgeChange>::type&) [219]
                0.00    0.00   26383/3664573     operator new(unsigned long, void*) [104]
-----------------------------------------------
                0.00    0.00      15/26383       void std::vector<EdgeChange, std::allocator<EdgeChange> >::_M_realloc_insert<EdgeChange>(__gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >, EdgeChange&&) [326]
                0.00    0.00    9985/26383       EdgeChange& std::vector<EdgeChange, std::allocator<EdgeChange> >::emplace_back<EdgeChange>(EdgeChange&&) [249]
                0.00    0.00   16383/26383       void std::__relocate_object_a<EdgeChange, EdgeChange, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [237]
[224]    0.0    0.00    0.00   26383         void std::allocator_traits<std::allocator<EdgeChange> >::construct<EdgeChange, EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*, EdgeChange&&) [224]
                0.00    0.00   26383/62781       EdgeChange&& std::forward<EdgeChange>(std::remove_reference<EdgeChange>::type&) [219]
                0.00    0.00   26383/26383       void __gnu_cxx::new_allocator<EdgeChange>::construct<EdgeChange, EdgeChange>(EdgeChange*, EdgeChange&&) [223]
-----------------------------------------------
                0.00    0.00   10000/26383       std::vector<EdgeChange, std::allocator<EdgeChange> >::push_back(EdgeChange&&) [251]
                0.00    0.00   16383/26383       void std::__relocate_object_a<EdgeChange, EdgeChange, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [237]
[225]    0.0    0.00    0.00   26383         std::remove_reference<EdgeChange&>::type&& std::move<EdgeChange&>(EdgeChange&) [225]
-----------------------------------------------
                0.00    0.00   25000/25000       parseChangesFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [480]
[226]    0.0    0.00    0.00   25000         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [226]
-----------------------------------------------
                0.00    0.00      15/20030       std::vector<EdgeChange, std::allocator<EdgeChange> >::begin() [327]
                0.00    0.00   10000/20030       __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::operator-(long) const [247]
                0.00    0.00   10015/20030       std::vector<EdgeChange, std::allocator<EdgeChange> >::end() [240]
[227]    0.0    0.00    0.00   20030         __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::__normal_iterator(EdgeChange* const&) [227]
-----------------------------------------------
                0.00    0.00   20002/20002       identifyAffectedVertices(Graph&, SSSPTree&, std::vector<EdgeChange, std::allocator<EdgeChange> > const&) [4]
[228]    0.0    0.00    0.00   20002         bool __gnu_cxx::operator!=<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >(__gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > > const&, __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > > const&) [228]
                0.00    0.00   40004/40004       __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::base() const [222]
-----------------------------------------------
                0.00    0.00   20000/20000       identifyAffectedVertices(Graph&, SSSPTree&, std::vector<EdgeChange, std::allocator<EdgeChange> > const&) [4]
[229]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::operator++() [229]
-----------------------------------------------
                0.00    0.00   20000/20000       Graph::removeEdge(int, int) [5]
[230]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >::__normal_iterator<Neighbor*>(__gnu_cxx::__normal_iterator<Neighbor*, __gnu_cxx::__enable_if<std::__are_same<Neighbor*, Neighbor*>::__value, std::vector<Neighbor, std::allocator<Neighbor> > >::__type> const&) [230]
                0.00    0.00   20000/975072      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [125]
-----------------------------------------------
                0.00    0.00   20000/20000       std::vector<Neighbor, std::allocator<Neighbor> >::erase(__gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >) [77]
[231]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >::difference_type __gnu_cxx::operator-<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [231]
                0.00    0.00   40000/2229310     __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [109]
-----------------------------------------------
                0.00    0.00   20000/20000       std::vector<Neighbor, std::allocator<Neighbor> >::erase(__gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >) [77]
[232]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator+(long) const [232]
                0.00    0.00   20000/2549784     __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::__normal_iterator(Neighbor* const&) [106]
-----------------------------------------------
                0.00    0.00   20000/20000       identifyAffectedVertices(Graph&, SSSPTree&, std::vector<EdgeChange, std::allocator<EdgeChange> > const&) [4]
[233]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<EdgeChange const*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::operator*() const [233]
-----------------------------------------------
                0.00    0.00   20000/20000       __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&) [244]
[234]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const [234]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::allocator_traits<std::allocator<EdgeChange> >::destroy<EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*) [236]
[235]    0.0    0.00    0.00   16383         void __gnu_cxx::new_allocator<EdgeChange>::destroy<EdgeChange>(EdgeChange*) [235]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::__relocate_object_a<EdgeChange, EdgeChange, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [237]
[236]    0.0    0.00    0.00   16383         void std::allocator_traits<std::allocator<EdgeChange> >::destroy<EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*) [236]
                0.00    0.00   16383/16383       void __gnu_cxx::new_allocator<EdgeChange>::destroy<EdgeChange>(EdgeChange*) [235]
-----------------------------------------------
                0.00    0.00   16383/16383       EdgeChange* std::__relocate_a_1<EdgeChange*, EdgeChange*, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [301]
[237]    0.0    0.00    0.00   16383         void std::__relocate_object_a<EdgeChange, EdgeChange, std::allocator<EdgeChange> >(EdgeChange*, EdgeChange*, std::allocator<EdgeChange>&) [237]
                0.00    0.00   16383/26383       std::remove_reference<EdgeChange&>::type&& std::move<EdgeChange&>(EdgeChange&) [225]
                0.00    0.00   16383/26383       void std::allocator_traits<std::allocator<EdgeChange> >::construct<EdgeChange, EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*, EdgeChange&&) [224]
                0.00    0.00   16383/49149       EdgeChange* std::__addressof<EdgeChange>(EdgeChange&) [221]
                0.00    0.00   16383/16383       void std::allocator_traits<std::allocator<EdgeChange> >::destroy<EdgeChange>(std::allocator<EdgeChange>&, EdgeChange*) [236]
-----------------------------------------------
                0.00    0.00      20/10020       void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [42]
                0.00    0.00   10000/10020       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__find_if<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Edge const&)#1}> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Edge const&)#1}>, std::random_access_iterator_tag) [8]
[238]    0.0    0.00    0.00   10020         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [238]
                0.00    0.00   20040/50080       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [220]
-----------------------------------------------
                0.00    0.00      20/10020       void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [42]
                0.00    0.00    5000/10020       Graph::removeEdge(int, int) [5]
                0.00    0.00    5000/10020       std::vector<Edge, std::allocator<Edge> >::erase(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >) [15]
[239]    0.0    0.00    0.00   10020         std::vector<Edge, std::allocator<Edge> >::begin() [239]
                0.00    0.00   10020/1056164     __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [119]
-----------------------------------------------
                0.00    0.00      15/10015       EdgeChange& std::vector<EdgeChange, std::allocator<EdgeChange> >::emplace_back<EdgeChange>(EdgeChange&&) [249]
                0.00    0.00   10000/10015       std::vector<EdgeChange, std::allocator<EdgeChange> >::back() [250]
[240]    0.0    0.00    0.00   10015         std::vector<EdgeChange, std::allocator<EdgeChange> >::end() [240]
                0.00    0.00   10015/20030       __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::__normal_iterator(EdgeChange* const&) [227]
-----------------------------------------------
                0.00    0.00   10000/10000       parseChangesFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [480]
[241]    0.0    0.00    0.00   10000         EdgeChange::EdgeChange(int, int, double, bool) [241]
                0.00    0.00   10000/523062      Edge::Edge(int, int, double) [131]
-----------------------------------------------
                0.00    0.00   10000/10000       Graph::removeEdge(int, int) [5]
[242]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator<Edge*>(__gnu_cxx::__normal_iterator<Edge*, __gnu_cxx::__enable_if<std::__are_same<Edge*, Edge*>::__value, std::vector<Edge, std::allocator<Edge> > >::__type> const&) [242]
                0.00    0.00   10000/50080       __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [220]
-----------------------------------------------
                0.00    0.00    5000/10000       __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [17]
                0.00    0.00    5000/10000       __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#3}>) [84]
[243]    0.0    0.00    0.00   10000         bool __gnu_cxx::operator==<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [243]
                0.00    0.00   20000/975072      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [125]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<Edge, std::allocator<Edge> >::erase(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >) [15]
[244]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&) [244]
                0.00    0.00   20000/20000       __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const [234]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<Neighbor, std::allocator<Neighbor> >::_M_erase(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [252]
[245]    0.0    0.00    0.00   10000         bool __gnu_cxx::operator!=<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [245]
                0.00    0.00   20000/975072      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [125]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<EdgeChange, std::allocator<EdgeChange> >::back() [250]
[246]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::operator*() const [246]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<EdgeChange, std::allocator<EdgeChange> >::back() [250]
[247]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::operator-(long) const [247]
                0.00    0.00   10000/20030       __gnu_cxx::__normal_iterator<EdgeChange*, std::vector<EdgeChange, std::allocator<EdgeChange> > >::__normal_iterator(EdgeChange* const&) [227]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<Edge, std::allocator<Edge> >::erase(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >) [15]
[248]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator+(long) const [248]
                0.00    0.00   10000/1056164     __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [119]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<EdgeChange, std::allocator<EdgeChange> >::push_back(EdgeChange&&) [251]
