Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[17]     1.4    0.00    0.32    5000         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [17]
                0.00    0.32    5000/5000        __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [18]
                0.00    0.00    5000/10000       bool __gnu_cxx::operator==<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [243]
-----------------------------------------------
                0.00    0.32    5000/5000        __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [17]
[18]     1.4    0.00    0.32    5000         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [18]
                0.00    0.32    5000/5000        __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>, std::random_access_iterator_tag) [19]
                0.00    0.00    5000/10000       std::iterator_traits<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [253]
-----------------------------------------------
                0.00    0.32    5000/5000        __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [18]
[19]     1.4    0.00    0.32    5000         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>, std::random_access_iterator_tag) [19]
                0.00    0.32   70331/70331       bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>::operator()<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [21]
                0.00    0.00   10000/238768      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::difference_type __gnu_cxx::operator-<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [62]
                0.00    0.00   70331/137761      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator++() [179]
-----------------------------------------------
                0.00    0.32    5000/5000        Graph::removeEdge(int, int) [5]
[20]     1.4    0.00    0.32    5000         __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}) [20]
                0.00    0.32    5000/5000        __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__remove_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>) [17]
                0.00    0.00    5000/5000        __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> __gnu_cxx::__ops::__pred_iter<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>(Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}) [260]
-----------------------------------------------
                0.00    0.32   70331/70331       __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > std::__find_if<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}> >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>, std::random_access_iterator_tag) [19]
[21]     1.4    0.00    0.32   70331         bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>::operator()<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [21]
                0.32    0.00   70331/70331       Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}::operator()(Neighbor const&) const [22]
                0.00    0.00   70331/1163885     __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator*() const [116]
-----------------------------------------------
                0.32    0.00   70331/70331       bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}>::operator()<__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >) [21]
[22]     1.4    0.32    0.00   70331         Graph::removeEdge(int, int)::{lambda(Neighbor const&)#2}::operator()(Neighbor const&) const [22]
-----------------------------------------------
                0.00    0.00    5000/513062      identifyAffectedVertices(Graph&, SSSPTree&, std::vector<EdgeChange, std::allocator<EdgeChange> > const&) [4]
                0.05    0.12  508062/513062      Graph::fromMetisFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
[23]     0.8    0.05    0.13  513062         Graph::addEdge(int, int, double) [23]
                0.00    0.09 1026124/1026124     std::vector<Neighbor, std::allocator<Neighbor> >::push_back(Neighbor&&) [26]
                0.00    0.03  513062/513062      std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [36]
                0.00    0.00 1026124/1066124     std::vector<std::vector<Neighbor, std::allocator<Neighbor> >, std::allocator<std::vector<Neighbor, std::allocator<Neighbor> > > >::operator[](unsigned long) [118]
                0.00    0.00 1026124/1026124     Neighbor::Neighbor(int, double) [120]
                0.00    0.00  513062/523062      Edge::Edge(int, int, double) [131]
-----------------------------------------------
                0.00    0.17       1/1           main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[24]     0.8    0.00    0.17       1         Graph::fromMetisFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
                0.05    0.12  508062/513062      Graph::addEdge(int, int, double) [23]
                0.00    0.00       1/1           Graph::Graph(int) [482]
-----------------------------------------------
                0.02    0.07 1026124/1026124     std::vector<Neighbor, std::allocator<Neighbor> >::push_back(Neighbor&&) [26]
[25]     0.4    0.02    0.07 1026124         Neighbor& std::vector<Neighbor, std::allocator<Neighbor> >::emplace_back<Neighbor>(Neighbor&&) [25]
                0.01    0.05  218768/218768      void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [28]
                0.00    0.01  807356/2383549     void std::allocator_traits<std::allocator<Neighbor> >::construct<Neighbor, Neighbor>(std::allocator<Neighbor>&, Neighbor*, Neighbor&&) [29]
                0.00    0.00 1026124/6011990     Neighbor&& std::forward<Neighbor>(std::remove_reference<Neighbor>::type&) [101]
                0.00    0.00 1026124/1026124     std::vector<Neighbor, std::allocator<Neighbor> >::back() [122]
                0.00    0.00  218768/1264892     std::vector<Neighbor, std::allocator<Neighbor> >::end() [115]
-----------------------------------------------
                0.00    0.09 1026124/1026124     Graph::addEdge(int, int, double) [23]
[26]     0.4    0.00    0.09 1026124         std::vector<Neighbor, std::allocator<Neighbor> >::push_back(Neighbor&&) [26]
                0.02    0.07 1026124/1026124     Neighbor& std::vector<Neighbor, std::allocator<Neighbor> >::emplace_back<Neighbor>(Neighbor&&) [25]
                0.00    0.00 1026124/2383549     std::remove_reference<Neighbor&>::type&& std::move<Neighbor&>(Neighbor&) [107]
-----------------------------------------------
                0.03    0.06       1/1           main_sssp_update(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[27]     0.4    0.03    0.06       1         computeInitialSSSP(Graph const&, int) [27]
                0.00    0.04   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::pop() [32]
                0.01    0.00 2183980/2212640     SSSPTree::getDistance(int) const [51]
                0.00    0.00   75869/76408       std::vector<Neighbor, std::allocator<Neighbor> >::begin() const [67]
                0.00    0.00   75869/76408       std::vector<Neighbor, std::allocator<Neighbor> >::end() const [66]
                0.00    0.00   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::push(PQNode&&) [72]
                0.00    0.00       1/1           SSSPTree::SSSPTree(int, int) [88]
                0.00    0.00 1091991/1094655     bool __gnu_cxx::operator!=<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [117]
                0.00    0.00 1016122/1018247     __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator*() const [124]
                0.00    0.00 1016122/1018247     __gnu_cxx::__normal_iterator<Neighbor const*, std::vector<Neighbor, std::allocator<Neighbor> > >::operator++() [123]
                0.00    0.00  151738/152817      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [171]
                0.00    0.00   75870/75870       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::empty() const [204]
                0.00    0.00   75869/75869       PQNode::PQNode(int, double) [207]
                0.00    0.00   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::top() const [210]
                0.00    0.00   75869/393156      std::_Bit_reference::operator bool() const [144]
                0.00    0.00   75869/76948       std::_Bit_reference::operator=(bool) [180]
                0.00    0.00   75869/76408       Graph::getNeighbors(int) const [184]
                0.00    0.00   75868/76408       SSSPTree::setDistance(int, double) [182]
                0.00    0.00   75868/76408       SSSPTree::setParent(int, int) [183]
                0.00    0.00       1/2           Graph::getVertexCount() const [403]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [522]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::priority_queue<std::vector<PQNode, std::allocator<PQNode> >, void>() [569]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [594]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [523]
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::~vector() [394]
                0.00    0.00       1/1           std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::~priority_queue() [570]
-----------------------------------------------
                0.01    0.05  218768/218768      Neighbor& std::vector<Neighbor, std::allocator<Neighbor> >::emplace_back<Neighbor>(Neighbor&&) [25]
[28]     0.2    0.01    0.05  218768         void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [28]
                0.01    0.03  437536/437536      std::vector<Neighbor, std::allocator<Neighbor> >::_S_relocate(Neighbor*, Neighbor*, Neighbor*, std::allocator<Neighbor>&) [31]
                0.00    0.00  218768/2383549     void std::allocator_traits<std::allocator<Neighbor> >::construct<Neighbor, Neighbor>(std::allocator<Neighbor>&, Neighbor*, Neighbor&&) [29]
                0.00    0.00  218768/238768      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::difference_type __gnu_cxx::operator-<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&, __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > > const&) [62]
                0.00    0.00  437536/513424      std::_Vector_base<Neighbor, std::allocator<Neighbor> >::_M_get_Tp_allocator() [132]
                0.00    0.00  437536/975072      __gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >::base() const [125]
                0.00    0.00  218768/218768      std::vector<Neighbor, std::allocator<Neighbor> >::_M_check_len(unsigned long, char const*) const [159]
                0.00    0.00  218768/238768      std::vector<Neighbor, std::allocator<Neighbor> >::begin() [152]
                0.00    0.00  218768/218768      std::_Vector_base<Neighbor, std::allocator<Neighbor> >::_M_allocate(unsigned long) [160]
                0.00    0.00  218768/6011990     Neighbor&& std::forward<Neighbor>(std::remove_reference<Neighbor>::type&) [101]
                0.00    0.00  218768/294656      std::_Vector_base<Neighbor, std::allocator<Neighbor> >::_M_deallocate(Neighbor*, unsigned long) [151]
-----------------------------------------------
                0.00    0.00  218768/2383549     void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [28]
                0.00    0.01  807356/2383549     Neighbor& std::vector<Neighbor, std::allocator<Neighbor> >::emplace_back<Neighbor>(Neighbor&&) [25]
                0.01    0.02 1357425/2383549     void std::__relocate_object_a<Neighbor, Neighbor, std::allocator<Neighbor> >(Neighbor*, Neighbor*, std::allocator<Neighbor>&) [37]
[29]     0.2    0.01    0.04 2383549         void std::allocator_traits<std::allocator<Neighbor> >::construct<Neighbor, Neighbor>(std::allocator<Neighbor>&, Neighbor*, Neighbor&&) [29]
                0.04    0.00 2383549/2383549     void __gnu_cxx::new_allocator<Neighbor>::construct<Neighbor, Neighbor>(Neighbor*, Neighbor&&) [30]
                0.00    0.00 2383549/6011990     Neighbor&& std::forward<Neighbor>(std::remove_reference<Neighbor>::type&) [101]
-----------------------------------------------
                0.04    0.00 2383549/2383549     void std::allocator_traits<std::allocator<Neighbor> >::construct<Neighbor, Neighbor>(std::allocator<Neighbor>&, Neighbor*, Neighbor&&) [29]
[30]     0.2    0.04    0.00 2383549         void __gnu_cxx::new_allocator<Neighbor>::construct<Neighbor, Neighbor>(Neighbor*, Neighbor&&) [30]
                0.00    0.00 2383549/6011990     Neighbor&& std::forward<Neighbor>(std::remove_reference<Neighbor>::type&) [101]
                0.00    0.00 2383549/3664573     operator new(unsigned long, void*) [104]
-----------------------------------------------
                0.01    0.03  437536/437536      void std::vector<Neighbor, std::allocator<Neighbor> >::_M_realloc_insert<Neighbor>(__gnu_cxx::__normal_iterator<Neighbor*, std::vector<Neighbor, std::allocator<Neighbor> > >, Neighbor&&) [28]
[31]     0.2    0.01    0.03  437536         std::vector<Neighbor, std::allocator<Neighbor> >::_S_relocate(Neighbor*, Neighbor*, Neighbor*, std::allocator<Neighbor>&) [31]
                0.00    0.03  437536/437536      std::vector<Neighbor, std::allocator<Neighbor> >::_S_do_relocate(Neighbor*, Neighbor*, Neighbor*, std::allocator<Neighbor>&, std::integral_constant<bool, true>) [38]
-----------------------------------------------
                0.00    0.04   75869/75869       computeInitialSSSP(Graph const&, int) [27]
[32]     0.2    0.00    0.04   75869         std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::pop() [32]
                0.00    0.04   75869/75869       void std::pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode> >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode>) [33]
                0.00    0.00   75869/227624      std::vector<PQNode, std::allocator<PQNode> >::end() [78]
                0.00    0.00   75869/151755      std::vector<PQNode, std::allocator<PQNode> >::begin() [81]
                0.00    0.00   75869/75869       std::vector<PQNode, std::allocator<PQNode> >::pop_back() [212]
-----------------------------------------------
                0.00    0.04   75869/75869       std::priority_queue<PQNode, std::vector<PQNode, std::allocator<PQNode> >, std::greater<PQNode> >::pop() [32]
[33]     0.2    0.00    0.04   75869         void std::pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode> >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode>) [33]
                0.00    0.04   75867/75867       void std::__pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&) [34]
                0.00    0.00   75869/227622      __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::difference_type __gnu_cxx::operator-<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > > const&, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > > const&) [153]
                0.00    0.00   75867/75867       __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::operator--() [213]
-----------------------------------------------
                0.00    0.04   75867/75867       void std::pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode> >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, std::greater<PQNode>) [33]
[34]     0.2    0.00    0.04   75867         void std::__pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&) [34]
                0.01    0.03   75867/75867       void std::__adjust_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >) [35]
                0.00    0.00  227601/1851968     std::remove_reference<PQNode&>::type&& std::move<PQNode&>(PQNode&) [110]
                0.00    0.00  227601/4766522     __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::operator*() const [102]
                0.00    0.00   75867/227622      __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::difference_type __gnu_cxx::operator-<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > > const&, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > > const&) [153]
-----------------------------------------------
                0.01    0.03   75867/75867       void std::__pop_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&) [34]
[35]     0.2    0.01    0.03   75867         void std::__adjust_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, long, PQNode, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >) [35]
                0.01    0.01 4002024/4387183     __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::operator+(long) const [48]
                0.00    0.01 1000489/1000489     bool __gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >::operator()<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >) [60]
                0.00    0.00   75867/151736      void std::__push_heap<__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, PQNode, __gnu_cxx::__ops::_Iter_comp_val<std::greater<PQNode> > >(__gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >, long, long, PQNode, __gnu_cxx::__ops::_Iter_comp_val<std::greater<PQNode> >&) [68]
                0.00    0.00 2001046/4766522     __gnu_cxx::__normal_iterator<PQNode*, std::vector<PQNode, std::allocator<PQNode> > >::operator*() const [102]
                0.00    0.00 1076390/1851968     std::remove_reference<PQNode&>::type&& std::move<PQNode&>(PQNode&) [110]
                0.00    0.00   75867/75867       std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&>(__gnu_cxx::__ops::_Iter_comp_iter<std::greater<PQNode> >&) [215]
